,link,hour,qlength,congestion,nvehicles
523,41001,8-9,577.136,0.28905109489051095,88
524,41002,8-9,565.136,0.3548387096774193,110
525,41003,8-9,564.5559999999999,0.30203389830508476,99
526,41004,8-9,558.3259999999999,0.254006968641115,81
527,41005,8-9,564.8259999999999,0.2799212598425197,79
528,41006,8-9,578.156,0.262962962962963,71
529,41007,8-9,624.3159999999999,0.2847272727272727,87
530,41008,8-9,629.8259999999999,0.36136363636363633,106
531,41009,8-9,157.558,0.2816546762589928,87
532,41010,8-9,613.906,0.32095588235294115,97
533,41011,8-9,570.1759999999999,0.2967391304347826,91
534,41012,8-9,583.396,0.2647058823529412,80
535,41013,8-9,576.406,0.25,65
536,41014,8-9,607.8059999999999,0.27617328519855594,85
537,41015,8-9,619.4459999999999,0.29228295819935685,101
538,41016,8-9,558.376,0.3312267657992565,99
539,41017,8-9,631.3159999999999,0.3,82
540,41018,8-9,631.3159999999999,0.330241935483871,91
541,41019,8-9,558.276,0.2482758620689655,72
542,41020,8-9,658.9459999999999,0.33370786516853934,99
543,41021,8-9,558.5959999999999,0.2562913907284768,86
544,41022,8-9,588.7559999999999,0.259927797833935,80
545,41023,8-9,558.3159999999999,0.2605263157894737,77
546,41024,8-9,596.2459999999999,0.2213709677419355,61
547,41025,8-9,605.7559999999999,0.27517985611510787,85
548,41026,8-9,394.9329999999999,0.25339805825242717,87
549,42001,8-9,72.09799999999996,0.2470588235294118,56
550,42002,8-9,84.048,0.3775280898876405,84
551,42003,8-9,99.78800000000001,0.3364864864864865,83
552,42004,8-9,79.168,0.35664335664335656,85
553,42005,8-9,66.93799999999999,0.39705882352941174,90
554,42006,8-9,53.048,0.3526315789473684,67
555,42007,8-9,255.493,0.225,51
556,42008,8-9,42.75600000000003,0.3021582733812949,70
557,42009,8-9,63.95799999999997,0.30656934306569344,70
558,42010,8-9,70.84799999999996,0.3516483516483517,80
559,42011,8-9,71.20799999999997,0.336,77
560,42012,8-9,45.906000000000006,0.27211895910780665,61
561,42013,8-9,45.906000000000006,0.2886075949367089,57
562,42014,8-9,51.097999999999956,0.27368421052631586,65
563,42015,8-9,88.70799999999997,0.34983050847457625,86
564,42016,8-9,243.173,0.36788321167883214,84
565,42017,8-9,51.27800000000002,0.3634854771784232,73
566,42018,8-9,73.53800000000001,0.3951219512195122,81
567,42019,8-9,51.27800000000002,0.3453874538745388,78
568,42020,8-9,48.96799999999996,0.2319702602230483,52
569,42021,8-9,73.24799999999999,0.23684210526315788,60
570,42022,8-9,73.24799999999999,0.41040892193308554,92
571,42023,8-9,113.97800000000001,0.3838235294117647,87
572,42024,8-9,243.173,0.2745762711864407,54
573,42025,8-9,60.63799999999998,0.2676258992805756,62
574,42026,8-9,60.63799999999998,0.3223300970873787,83
575,51001,8-9,55.74799999999999,0.36346153846153845,63
576,51002,8-9,26.629999999999995,0.25471698113207547,45
577,51003,8-9,73.918,0.33973509933774837,57
578,51004,8-9,86.47800000000001,0.3423312883435583,62
579,51005,8-9,56.077999999999975,0.42313432835820897,63
580,51006,8-9,73.52800000000002,0.39705882352941174,60
581,51007,8-9,50.428,0.34746835443037977,61
582,51008,8-9,69.488,0.33445945945945943,55
583,51009,8-9,69.76799999999997,0.25941176470588234,49
584,51010,8-9,69.76799999999997,0.43381294964028777,67
585,51011,8-9,25.810000000000002,0.2850931677018634,51
586,51012,8-9,31.22999999999996,0.2791139240506329,49
587,51013,8-9,42.428,0.25448275862068964,41
588,51014,8-9,75.59800000000001,0.29032258064516125,50
589,51015,8-9,74.55799999999999,0.4796052631578948,81
590,51016,8-9,45.298,0.38720930232558143,74
591,51017,8-9,52.428,0.38164556962025314,67
592,51018,8-9,66.56799999999998,0.2585635359116022,52
593,51019,8-9,62.548,0.2622857142857143,51
594,51020,8-9,62.428,0.373170731707317,68
595,51021,8-9,12.549999999999955,0.2980132450331126,50
596,51022,8-9,7.829999999999984,0.27692307692307694,44
597,51023,8-9,30.94999999999999,0.2496774193548387,43
598,51024,8-9,31.629999999999995,0.23716216216216213,39
599,51025,8-9,31.039999999999964,0.30355029585798815,57
600,51026,8-9,19.810000000000002,0.28125,45
601,51027,8-9,7.949999999999989,0.2914772727272727,57
602,51028,8-9,20.939999999999998,0.4230769230769231,55
603,51029,8-9,34.908000000000015,0.30566037735849055,54
604,51030,8-9,34.908000000000015,0.3,56
605,51031,8-9,54.05799999999999,0.34071428571428575,53
606,51032,8-9,73.81799999999998,0.4358490566037736,77
607,51033,8-9,26.95999999999998,0.4125,55
608,51034,8-9,14.049999999999955,0.23294117647058826,44
609,51035,8-9,7.279999999999973,0.2459627329192547,44
610,51036,8-9,47.928,0.36,56
611,51037,8-9,77.96800000000002,0.21467889908256882,52
612,51038,8-9,26.849999999999966,0.23956834532374102,37
613,51039,8-9,26.879999999999995,0.2517482517482518,40
614,51040,8-9,44.75799999999998,0.3272727272727273,60
615,51041,8-9,44.75799999999998,0.3658064516129032,63
616,51042,8-9,63.26800000000003,0.29612903225806453,51
617,51043,8-9,19.0,0.24130434782608698,37
618,51044,8-9,26.049999999999955,0.25102040816326526,41
619,51045,8-9,90.20799999999997,0.3786585365853658,69
620,51046,8-9,91.12799999999999,0.4172185430463576,70
621,12001,9-10,7.7309999999999945,0.13114754098360656,20
622,12002,9-10,192.22299999999996,0.20400000000000001,34
623,12003,9-10,25.750999999999976,0.17302325581395347,31
624,12004,9-10,192.253,0.1786046511627907,32
625,12005,9-10,374.703,0.1980582524271845,34
626,12006,9-10,7.370999999999981,0.2696629213483146,40
627,12007,9-10,1.6709999999999354,0.1230769230769231,20
628,12008,9-10,192.23299999999995,0.12067039106145251,18
629,12009,9-10,374.703,0.22826086956521735,35
630,12010,9-10,198.373,0.2,33
631,12011,9-10,31.770999999999958,0.24499999999999997,49
632,12012,9-10,31.61099999999999,0.22383419689119172,36
633,12013,9-10,374.703,0.16923076923076924,22
634,12014,9-10,6.9809999999999945,0.1891304347826087,29
635,12015,9-10,7.8209999999999695,0.24770642201834864,45
636,12016,9-10,198.58299999999997,0.24642857142857144,46
637,12017,9-10,229.363,0.2504854368932039,43
638,12018,9-10,382.703,0.23125000000000004,37
639,12019,9-10,7.190999999999974,0.20425531914893616,32
640,12020,9-10,205.16299999999995,0.23283582089552238,39
641,12021,9-10,8.100999999999999,0.20689655172413793,35
642,12022,9-10,44.450999999999965,0.18545454545454546,34
643,12023,9-10,192.26299999999998,0.20366972477064224,37
644,12024,9-10,249.80299999999997,0.3283018867924528,58
645,12025,9-10,25.160999999999945,0.23076923076923075,45
646,12026,9-10,117.57099999999997,0.29454545454545455,54
647,12027,9-10,192.39299999999997,0.29347826086956524,45
648,12028,9-10,192.22299999999996,0.17066666666666666,32
649,12029,9-10,8.07099999999997,0.1507246376811594,26
650,12030,9-10,0.0,0.1427027027027027,22
651,12031,9-10,0.0,0.17313432835820894,29
652,12032,9-10,13.560999999999979,0.19487179487179487,38
653,12033,9-10,197.673,0.16143497757847533,30
654,12034,9-10,205.063,0.20555555555555557,37
655,12035,9-10,382.703,0.28739495798319326,57
656,12036,9-10,0.0,0.0,0
657,21001,9-10,338.72499999999997,0.3728813559322034,55
658,21002,9-10,338.79499999999996,0.31213872832369943,45
659,21003,9-10,339.60499999999996,0.2902325581395349,52
660,21004,9-10,362.42499999999995,0.38630136986301367,47
661,21005,9-10,384.69499999999994,0.4356687898089172,57
662,21006,9-10,333.3449999999999,0.4556962025316456,60
663,21007,9-10,416.42499999999995,0.3479289940828402,49
664,21008,9-10,333.145,0.25301204819277107,35
665,21009,9-10,13.363999999999919,0.2981366459627329,40
666,21010,9-10,32.063999999999965,0.34893617021276596,41
667,21011,9-10,375.37499999999994,0.4216216216216216,52
668,21012,9-10,333.155,0.4674418604651162,67
669,21013,9-10,132.54399999999998,0.4636363636363636,51
670,21014,9-10,345.53499999999997,0.3014218009478673,53
671,21015,9-10,118.98399999999992,0.4357894736842105,69
672,21016,9-10,339.3449999999999,0.3641791044776119,61
673,21017,9-10,333.3349999999999,0.35526315789473684,45
674,21018,9-10,390.275,0.3078534031413612,49
675,21019,9-10,111.98399999999992,0.46844919786096256,73
676,21020,9-10,333.03499999999997,0.49945945945945946,77
677,21021,9-10,143.68399999999997,0.37766497461928933,62
678,21022,9-10,19.473999999999933,0.28314606741573034,42
679,21023,9-10,31.394000000000005,0.35056179775280893,52
680,21024,9-10,333.49499999999995,0.3702127659574468,58
681,21025,9-10,333.265,0.28604651162790695,41
682,21026,9-10,339.60499999999996,0.25979381443298966,42
683,21027,9-10,432.57499999999993,0.41941747572815535,72
684,21028,9-10,363.78499999999997,0.5106382978723405,80
685,21029,9-10,333.07499999999993,0.30150753768844224,50
686,21030,9-10,339.56499999999994,0.3154639175257732,51
687,21031,9-10,345.755,0.3889655172413793,47
688,21032,9-10,345.755,0.22196531791907514,32
689,21033,9-10,137.47399999999993,0.2901098901098901,44
690,21034,9-10,62.073999999999955,0.4508670520231214,65
691,21035,9-10,62.073999999999955,0.49459459459459454,61
692,21036,9-10,136.70399999999995,0.36116504854368936,62
693,21037,9-10,56.493999999999915,0.44409448818897634,47
694,21038,9-10,350.37499999999994,0.2021052631578947,32
695,21039,9-10,369.895,0.3419689119170984,55
696,21040,9-10,362.265,0.538235294117647,61
697,21041,9-10,19.653999999999996,0.20101522842639594,33
698,22001,9-10,312.41200000000003,0.2847457627118644,42
699,22002,9-10,335.982,0.4578034682080925,66
700,22003,9-10,318.132,0.2902325581395349,52
701,22004,9-10,312.222,0.39452054794520547,48
702,22005,9-10,312.262,0.3363057324840764,44
703,22006,9-10,312.262,0.36455696202531646,48
704,22007,9-10,317.932,0.26982248520710056,38
705,22008,9-10,318.902,0.13734939759036144,19
706,22009,9-10,336.132,0.35031055900621116,47
707,22010,9-10,318.442,0.37446808510638296,44
708,22011,9-10,312.132,0.2918918918918919,36
709,22012,9-10,312.10200000000003,0.34883720930232565,50
710,22013,9-10,312.582,0.37272727272727274,41
711,22014,9-10,30.995000000000005,0.22180094786729856,39
712,22015,9-10,341.502,0.34736842105263155,55
713,22016,9-10,323.392,0.3641791044776119,61
714,22017,9-10,331.60200000000003,0.4421052631578947,56
715,22018,9-10,318.242,0.3078534031413612,49
716,22019,9-10,312.272,0.3401069518716578,53
717,22020,9-10,318.732,0.3308108108108108,51
718,22021,9-10,312.252,0.26802030456852793,44
719,22022,9-10,312.222,0.3573033707865169,53
720,22023,9-10,318.512,0.3842696629213483,57
721,22024,9-10,348.942,0.351063829787234,55
722,22025,9-10,317.762,0.44651162790697674,64
723,22026,9-10,381.862,0.38350515463917534,62
724,22027,9-10,341.922,0.3786407766990291,65
725,22028,9-10,26.444999999999936,0.33191489361702126,52
726,22029,9-10,312.372,0.39798994974874374,66
727,22030,9-10,25.404999999999973,0.38350515463917534,62
728,22031,9-10,312.29200000000003,0.3062068965517241,37
729,22032,9-10,318.272,0.28439306358381505,41
730,22033,9-10,38.35500000000002,0.25054945054945055,38
731,22034,9-10,318.422,0.27745664739884396,40
732,22035,9-10,317.682,0.3324324324324324,41
733,22036,9-10,317.682,0.2621359223300971,45
734,22037,9-10,312.222,0.4251968503937008,45
735,22038,9-10,317.79200000000003,0.2021052631578947,32
736,22039,9-10,312.012,0.27979274611398963,45
737,22040,9-10,312.482,0.4235294117647059,48
738,22041,9-10,312.082,0.2436548223350254,40
739,31001,9-10,522.014,0.3789473684210526,54
740,31002,9-10,414.014,0.34860335195530723,52
741,31003,9-10,536.274,0.31764705882352945,63
742,31004,9-10,530.014,0.35,56
743,31005,9-10,419.604,0.44363636363636355,61
744,31006,9-10,50.188999999999965,0.49548387096774194,64
745,31007,9-10,522.014,0.30315789473684207,48
746,31008,9-10,522.014,0.34475138121546955,52
747,31009,9-10,533.124,0.44,66
748,31010,9-10,439.314,0.3777777777777778,68
749,31011,9-10,582.974,0.47755102040816333,78
750,31012,9-10,414.11400000000003,0.3192118226600985,54
751,31013,9-10,528.154,0.31578947368421056,50
752,31014,9-10,443.874,0.3688073394495413,67
753,31015,9-10,473.944,0.43269230769230765,75
754,31016,9-10,414.194,0.6153846153846153,80
755,31017,9-10,484.814,0.43783783783783786,81
756,31018,9-10,543.054,0.7081967213114754,108
757,31019,9-10,543.054,0.3815384615384616,62
758,31020,9-10,426.014,0.31898734177215193,63
759,31021,9-10,530.014,0.4317073170731708,59
760,31022,9-10,530.014,0.34652406417112297,54
761,31023,9-10,413.954,0.31111111111111106,49
762,31024,9-10,7.649000000000001,0.35337423312883437,48
763,31025,9-10,522.014,0.3864406779661017,76
764,31026,9-10,533.234,0.4959183673469387,81
765,31027,9-10,543.054,0.34461538461538466,56
766,31028,9-10,522.014,0.3362637362637363,51
767,31029,9-10,522.014,0.34111675126903557,56
768,31030,9-10,413.944,0.3363057324840764,44
769,31031,9-10,419.654,0.3283018867924528,58
770,31032,9-10,420.044,0.6545454545454547,90
771,31033,9-10,545.264,0.33540372670807456,45
772,31034,9-10,530.014,0.35471698113207545,47
773,31035,9-10,420.144,0.3428571428571429,56
774,31036,9-10,420.074,0.25909090909090904,38
775,31037,9-10,530.014,0.48433734939759027,67
776,31038,9-10,451.694,0.2594594594594595,48
777,32001,9-10,343.4669999999999,0.4,57
778,32002,9-10,337.3569999999999,0.29497206703910617,44
779,32003,9-10,337.81699999999995,0.21176470588235294,42
780,32004,9-10,337.52699999999993,0.375,60
781,32005,9-10,349.00699999999995,0.28363636363636363,39
782,32006,9-10,337.61699999999996,0.17806451612903226,23
783,32007,9-10,337.5969999999999,0.2336842105263158,37
784,32008,9-10,343.94699999999995,0.25193370165745854,38
785,32009,9-10,343.50699999999995,0.22666666666666668,34
786,32010,9-10,362.01699999999994,0.28888888888888886,52
787,32011,9-10,157.8259999999999,0.2755102040816326,45
788,32012,9-10,360.9269999999999,0.3133004926108375,53
789,32013,9-10,152.37599999999998,0.36,57
790,32014,9-10,170.81599999999992,0.26422018348623855,48
791,32015,9-10,670.8069999999999,0.27115384615384613,47
792,32016,9-10,343.51699999999994,0.33076923076923076,43
793,32017,9-10,343.51699999999994,0.2972972972972973,55
794,32018,9-10,349.39699999999993,0.26885245901639343,41
795,32019,9-10,385.81699999999995,0.30769230769230765,50
796,32020,9-10,337.5969999999999,0.3493670886075949,69
797,32021,9-10,146.61599999999999,0.32195121951219513,44
798,32022,9-10,370.4069999999999,0.3144385026737968,49
799,32023,9-10,343.45699999999994,0.3492063492063492,55
800,32024,9-10,77.34699999999998,0.21349693251533738,29
801,32025,9-10,362.5369999999999,0.23389830508474574,46
802,32026,9-10,146.8359999999999,0.3551020408163265,58
803,32027,9-10,342.93699999999995,0.36923076923076925,60
804,32028,9-10,367.83699999999993,0.3032967032967033,46
805,32029,9-10,348.8469999999999,0.2984771573604061,49
806,32030,9-10,337.7269999999999,0.267515923566879,35
807,32031,9-10,360.76699999999994,0.21509433962264152,38
808,32032,9-10,153.05599999999993,0.26181818181818184,36
809,32033,9-10,157.13599999999997,0.2981366459627329,40
810,32034,9-10,337.55699999999996,0.2943396226415094,39
811,32035,9-10,343.93699999999995,0.2693877551020408,44
812,32036,9-10,337.7269999999999,0.31363636363636366,46
813,32037,9-10,146.73599999999988,0.3325301204819277,46
814,32038,9-10,153.0759999999999,0.0972972972972973,18
815,41001,9-10,576.9759999999999,0.2582608695652174,66
816,41002,9-10,558.4659999999999,0.2571428571428571,78
817,41003,9-10,624.3159999999999,0.26223021582733813,81
818,41004,9-10,624.3159999999999,0.2953667953667954,85
819,41005,9-10,563.636,0.3010909090909091,92
820,41006,9-10,564.0759999999999,0.3107913669064748,96
821,41007,9-10,364.8229999999999,0.28455882352941175,86
822,41008,9-10,624.646,0.26967509025270753,83
823,41009,9-10,582.526,0.2801324503311258,94
824,41010,9-10,643.396,0.2722419928825623,85
825,41011,9-10,638.036,0.3070945945945946,101
826,41012,9-10,570.156,0.2672354948805461,87
827,41013,9-10,591.1159999999999,0.4018450184501845,121
828,41014,9-10,600.8159999999999,0.37077464788732395,117
829,41015,9-10,575.9759999999999,0.3593406593406594,109
830,41016,9-10,558.4959999999999,0.23236363636363638,71
831,41017,9-10,558.2959999999999,0.27692307692307694,84
832,41018,9-10,661.906,0.34363636363636363,105
833,41019,9-10,667.7459999999999,0.3490494296577947,102
834,41020,9-10,589.646,0.32050359712230214,99
835,41021,9-10,630.5759999999999,0.2611888111888112,83
836,41022,9-10,564.526,0.3161290322580645,98
837,41023,9-10,574.9759999999999,0.34664310954063604,109
838,41024,9-10,571.1859999999999,0.30107913669064745,93
839,41025,9-10,588.266,0.2802197802197802,85
840,41026,9-10,563.9159999999999,0.26967509025270753,83
841,42001,9-10,96.618,0.2125984251968504,90
842,42002,9-10,221.54500000000002,0.2681318681318681,61
843,42003,9-10,56.238,0.23547169811320753,52
844,42004,9-10,45.27600000000001,0.18695652173913044,43
845,42005,9-10,45.27600000000001,0.2479704797047971,56
846,42006,9-10,49.587999999999965,0.24428571428571427,57
847,42007,9-10,26.326000000000022,0.24,56
848,42008,9-10,45.226,0.23521594684385386,59
849,42009,9-10,57.80799999999999,0.27692307692307694,63
850,42010,9-10,58.20799999999997,0.2693877551020408,66
851,42011,9-10,63.45799999999997,0.24982935153583616,61
852,42012,9-10,49.597999999999956,0.2565217391304348,59
853,42013,9-10,62.27800000000002,0.3114186851211072,75
854,42014,9-10,91.82799999999997,0.3652173913043479,84
855,42015,9-10,60.847999999999956,0.2943396226415095,65
856,42016,9-10,68.15800000000002,0.24347826086956526,56
857,42017,9-10,80.78800000000001,0.30780669144981415,69
858,42018,9-10,36.115999999999985,0.27692307692307694,63
859,42019,9-10,35.26600000000002,0.18628158844765344,43
860,42020,9-10,243.173,0.22014388489208633,51
861,42021,9-10,37.406000000000006,0.19583333333333333,47
862,42022,9-10,43.99600000000004,0.2193548387096774,51
863,42023,9-10,56.63799999999998,0.22897526501766782,54
864,42024,9-10,45.646000000000015,0.23478260869565215,54
865,42025,9-10,45.646000000000015,0.24089219330855016,54
866,51001,9-10,56.548,0.33221476510067116,55
867,51002,9-10,61.93799999999999,0.37261146496815284,65
868,51003,9-10,67.49799999999999,0.3019736842105263,51
869,51004,9-10,24.97999999999996,0.21907894736842107,37
870,51005,9-10,25.269999999999982,0.28905109489051095,44
871,51006,9-10,7.829999999999984,0.3528,49
872,51007,9-10,38.75799999999998,0.24374999999999997,39
873,51008,9-10,37.88799999999998,0.24485294117647058,37
874,51009,9-10,25.72999999999996,0.2693877551020408,44
875,51010,9-10,89.97800000000001,0.3251612903225806,56
876,51011,9-10,94.238,0.33096774193548384,57
877,51012,9-10,43.367999999999995,0.28389261744966443,47
878,51013,9-10,43.367999999999995,0.3411764705882353,58
879,51014,9-10,31.95999999999998,0.2871165644171779,52
880,51015,9-10,19.069999999999993,0.2860927152317881,48
881,51016,9-10,20.589999999999975,0.3018987341772152,53
882,51017,9-10,20.310000000000002,0.33096774193548384,57
883,51018,9-10,49.858000000000004,0.24134078212290502,48
884,51019,9-10,58.658000000000015,0.28775510204081634,47
885,51020,9-10,68.798,0.2778523489932886,46
886,51021,9-10,49.45799999999997,0.45789473684210524,58
887,51022,9-10,72.58800000000002,0.3698630136986301,60
888,51023,9-10,40.95799999999997,0.2588235294117647,44
889,51024,9-10,49.00799999999998,0.2276470588235294,43
890,51025,9-10,75.84800000000001,0.3554140127388535,62
891,51026,9-10,75.84800000000001,0.4167785234899329,69
892,51027,9-10,49.20799999999997,0.34875,62
893,51028,9-10,63.49799999999999,0.38647058823529407,73
894,51029,9-10,100.13799999999998,0.3084269662921348,61
895,51030,9-10,39.13799999999998,0.30521739130434783,39
896,51031,9-10,45.168000000000006,0.22105263157894736,42
897,51032,9-10,50.567999999999984,0.27169811320754716,48
898,51033,9-10,55.858000000000004,0.325,52
899,51034,9-10,20.299999999999955,0.2471830985915493,39
900,51035,9-10,20.299999999999955,0.325,52
901,51036,9-10,19.389999999999986,0.29464285714285715,55
902,51037,9-10,43.377999999999986,0.33986013986013985,54
903,51038,9-10,62.46800000000002,0.3547445255474453,54
904,51039,9-10,12.699999999999989,0.21453488372093024,41
905,51040,9-10,31.579999999999984,0.24775280898876406,49
906,51041,9-10,62.76800000000003,0.4072992700729927,62
907,51042,9-10,62.76800000000003,0.3,50
908,51043,9-10,43.80799999999999,0.30993377483443707,52
909,51044,9-10,43.80799999999999,0.307185628742515,57
910,51045,9-10,20.5,0.3272727272727273,39
911,51046,9-10,26.16999999999996,0.2634146341463414,48
912,51047,9-10,50.148000000000025,0.298125,53
913,12001,15-16,211.39299999999997,0.3101694915254237,61
914,12002,15-16,192.19299999999998,0.3160714285714286,59
915,12003,15-16,374.703,0.32365145228215764,65
916,12004,15-16,192.38299999999998,0.3676595744680851,72
917,12005,15-16,198.03299999999996,0.38,76
918,12006,15-16,234.48299999999998,0.44184100418410044,88
919,12007,15-16,210.83299999999997,0.2987341772151899,59
920,12008,15-16,204.34299999999996,0.3371900826446281,68
921,12009,15-16,192.303,0.3471074380165289,70
922,12010,15-16,374.703,0.3502145922746781,68
923,12011,15-16,400.41299999999995,0.3794871794871795,74
924,12012,15-16,382.703,0.48209606986899567,92
925,12013,15-16,269.47299999999996,0.43392857142857144,81
926,12014,15-16,192.253,0.3105263157894737,59
927,12015,15-16,216.94299999999998,0.3768595041322314,76
928,12016,15-16,192.02299999999997,0.48,94
929,12017,15-16,192.29299999999995,0.33559322033898303,66
930,12018,15-16,204.14299999999997,0.3272727272727273,66
931,12019,15-16,422.793,0.41157024793388436,83
932,12020,15-16,374.703,0.4187234042553192,82
933,12021,15-16,117.57099999999997,0.3395121951219512,58
934,12022,15-16,382.703,0.3542857142857143,62
935,12023,15-16,374.703,0.33223140495867765,67
936,12024,15-16,129.551,0.44556962025316454,88
937,12025,15-16,241.16299999999998,0.3947368421052631,75
938,12026,15-16,241.66299999999998,0.4189655172413793,81
939,12027,15-16,228.923,0.43140495867768597,87
940,12028,15-16,210.27299999999997,0.4066115702479339,82
941,12029,15-16,386.52299999999997,0.48571428571428565,85
942,12030,15-16,398.263,0.43636363636363634,88
943,21001,15-16,56.333999999999946,0.40231213872832366,58
944,21002,15-16,338.755,0.3057692307692308,53
945,21003,15-16,375.61499999999995,0.4930232558139535,53
946,21004,15-16,49.89399999999995,0.4431818181818182,65
947,21005,15-16,43.483999999999924,0.3652173913043478,49
948,21006,15-16,339.68499999999995,0.3581151832460733,57
949,21007,15-16,363.965,0.4375690607734807,66
950,21008,15-16,130.48399999999992,0.4315270935960591,73
951,21009,15-16,339.5949999999999,0.5403508771929826,77
952,21010,15-16,339.74499999999995,0.31685393258426964,47
953,21011,15-16,398.16499999999996,0.3754601226993865,51
954,21012,15-16,333.395,0.5012658227848101,66
955,21013,15-16,111.98399999999992,0.31823204419889506,48
956,21014,15-16,352.4549999999999,0.3857142857142857,63
957,21015,15-16,416.42499999999995,0.3915789473684211,62
958,21016,15-16,390.81499999999994,0.468,78
959,21017,15-16,333.32499999999993,0.4774193548387097,74
960,21018,15-16,37.54399999999998,0.4042105263157894,64
961,21019,15-16,333.30499999999995,0.27,45
962,21020,15-16,351.5849999999999,0.3030927835051546,49
963,21021,15-16,333.3449999999999,0.3283582089552239,55
964,21022,15-16,333.405,0.4335078534031414,69
965,21023,15-16,436.87499999999994,0.3958115183246073,63
966,21024,15-16,339.47499999999997,0.46391752577319584,75
967,21025,15-16,333.025,0.3365079365079366,53
968,21026,15-16,352.49499999999995,0.3283582089552239,55
969,21027,15-16,70.06399999999996,0.3878787878787879,64
970,21028,15-16,111.98399999999992,0.49297297297297293,76
971,21029,15-16,333.30499999999995,0.5960264900662252,75
972,21030,15-16,356.11499999999995,0.36,57
973,21031,15-16,416.42499999999995,0.44835164835164837,68
974,21032,15-16,373.73499999999996,0.4026845637583893,50
975,21033,15-16,333.07499999999993,0.3398843930635838,49
976,21034,15-16,333.275,0.3058823529411764,52
977,21035,15-16,358.05499999999995,0.35257731958762883,57
978,21036,15-16,350.8349999999999,0.2504854368932039,43
979,21037,15-16,333.255,0.3941176470588235,67
980,21038,15-16,333.3349999999999,0.4730769230769231,82
981,21039,15-16,38.20399999999995,0.21971830985915494,39
982,22001,15-16,312.032,0.4439306358381503,64
983,22002,15-16,318.60200000000003,0.36923076923076925,64
984,22003,15-16,312.222,0.42790697674418604,46
985,22004,15-16,318.532,0.39545454545454545,58
986,22005,15-16,318.642,0.4993788819875776,67
987,22006,15-16,368.742,0.4335078534031414,69
988,22007,15-16,330.992,0.5502762430939226,83
989,22008,15-16,329.712,0.5556650246305419,94
990,22009,15-16,365.942,0.5052631578947369,72
991,22010,15-16,312.372,0.37078651685393255,55
992,22011,15-16,312.112,0.36809815950920244,50
993,22012,15-16,323.752,0.46329113924050624,61
994,22013,15-16,312.232,0.3646408839779005,55
995,22014,15-16,331.022,0.45918367346938777,75
996,22015,15-16,337.192,0.5305263157894736,84
997,22016,15-16,330.212,0.522,87
998,22017,15-16,317.902,0.5935483870967742,92
999,22018,15-16,312.192,0.42947368421052634,68
1000,22019,15-16,312.262,0.39,65
1001,22020,15-16,359.782,0.5010309278350515,81
1002,22021,15-16,312.262,0.5492537313432836,92
1003,22022,15-16,324.132,0.4900523560209424,78
1004,22023,15-16,354.672,0.3581151832460733,57
1005,22024,15-16,380.832,0.49484536082474234,80
1006,22025,15-16,318.462,0.5777777777777777,91
1007,22026,15-16,312.062,0.435820895522388,73
1008,22027,15-16,323.972,0.43030303030303035,71
1009,22028,15-16,336.842,0.49297297297297293,76
1010,22029,15-16,354.442,0.5960264900662252,75
1011,22030,15-16,353.10200000000003,0.4421052631578947,70
1012,22031,15-16,318.112,0.4813186813186813,73
1013,22032,15-16,318.112,0.6442953020134229,80
1014,22033,15-16,347.932,0.5479768786127167,79
1015,22034,15-16,318.572,0.5,85
1016,22035,15-16,343.892,0.5443298969072164,88
1017,22036,15-16,377.482,0.483495145631068,83
1018,22037,15-16,364.472,0.5941176470588235,101
1019,22038,15-16,113.83500000000004,0.5423076923076923,94
1020,22039,15-16,312.362,0.32676056338028164,58
1021,31001,15-16,554.7139999999999,0.48253968253968255,76
1022,31002,15-16,522.014,0.5447368421052631,69
1023,31003,15-16,432.344,0.4253968253968254,67
1024,31004,15-16,535.724,0.45999999999999996,69
1025,31005,15-16,530.014,0.5888198757763975,79
1026,31006,15-16,522.014,0.3831932773109244,76
1027,31007,15-16,540.804,0.5497797356828193,104
1028,31008,15-16,536.124,0.5286343612334802,100
1029,31009,15-16,425.694,0.5067961165048543,87
1030,31010,15-16,414.23400000000004,0.37222222222222223,67
1031,31011,15-16,414.064,0.49514563106796117,85
1032,31012,15-16,413.894,0.47323943661971835,84
1033,31013,15-16,413.874,0.4787564766839379,77
1034,31014,15-16,541.444,0.45610859728506786,84
1035,31015,15-16,529.3240000000001,0.5581395348837209,100
1036,31016,15-16,533.874,0.5166666666666666,93
1037,31017,15-16,426.404,0.48387096774193544,75
1038,31018,15-16,443.34400000000005,0.41860465116279066,60
1039,31019,15-16,522.014,0.42061855670103093,68
1040,31020,15-16,522.014,0.368,69
1041,31021,15-16,544.8140000000001,0.4017621145374449,76
1042,31022,15-16,462.904,0.5150000000000001,103
1043,31023,15-16,444.924,0.6363636363636364,105
1044,31024,15-16,542.014,0.4368932038834952,75
1045,31025,15-16,554.934,0.44686192468619246,89
1046,31026,15-16,565.064,0.6981818181818181,96
1047,31027,15-16,576.654,0.4650000000000001,93
1048,31028,15-16,522.014,0.5179487179487179,101
1049,31029,15-16,536.174,0.5249999999999999,91
1050,31030,15-16,118.519,0.3866666666666666,58
1051,31031,15-16,414.23400000000004,0.447926267281106,81
1052,31032,15-16,413.894,0.4705882352941177,80
1053,31033,15-16,38.53899999999999,0.4131147540983607,63
1054,31034,15-16,426.524,0.5347826086956521,82
1055,31035,15-16,522.014,0.6030456852791879,99
