period,inter,direc,cycle,type,pollutant,emi
afternoon2,Bishop,NB,11,61,Methane,3.4627615130714173
afternoon2,Bishop,NB,11,61,Total Gaseous Hydrocarbons,25.335738778439996
afternoon2,Bishop,NB,11,52,Total Energy,549418362.0
afternoon2,Bishop,NB,11,52,Atmospheric CO2,40178.907200000016
afternoon2,Bishop,NB,11,52,Nitrous Oxide,0.1890133897999999
afternoon2,Bishop,NB,11,52,Methane,1.4042707209599992
afternoon2,Bishop,NB,11,52,Total Gaseous Hydrocarbons,16.7704742
afternoon2,Bishop,NB,11,42,Total Energy,736524606.55
afternoon2,Bishop,NB,11,42,Atmospheric CO2,54224.82273600002
afternoon2,Bishop,NB,11,42,Nitrous Oxide,0.12287265885000001
afternoon2,Bishop,NB,11,42,Methane,1.853468111042001
afternoon2,Bishop,NB,11,42,Total Gaseous Hydrocarbons,16.136529050000007
afternoon2,Bishop,NB,11,21,Total Energy,8208922435.87
afternoon2,Bishop,NB,11,21,Atmospheric CO2,590065.2641640002
afternoon2,Bishop,NB,11,21,Nitrous Oxide,2.3617625879389994
afternoon2,Bishop,NB,11,21,Methane,12.664373723179601
afternoon2,Bishop,NB,11,21,Total Gaseous Hydrocarbons,108.13027511600002
afternoon2,Bishop,NB,10,61,Total Energy,0.0
afternoon2,Bishop,NB,10,61,Atmospheric CO2,0.0
afternoon2,Bishop,NB,10,61,Nitrous Oxide,0.0
afternoon2,Bishop,NB,10,61,Methane,0.0
afternoon2,Bishop,NB,10,61,Total Gaseous Hydrocarbons,0.0
afternoon2,Bishop,NB,10,52,Total Energy,961562695.0
afternoon2,Bishop,NB,10,52,Atmospheric CO2,70206.26050000002
afternoon2,Bishop,NB,10,52,Nitrous Oxide,0.3376595744999999
afternoon2,Bishop,NB,10,52,Methane,2.6418387062300006
afternoon2,Bishop,NB,10,52,Total Gaseous Hydrocarbons,25.8973165
afternoon2,Bishop,NB,10,42,Total Energy,341595613.34999996
afternoon2,Bishop,NB,10,42,Atmospheric CO2,25147.74583900001
afternoon2,Bishop,NB,10,42,Nitrous Oxide,0.03328422496000001
afternoon2,Bishop,NB,10,42,Methane,0.60278409753
afternoon2,Bishop,NB,10,42,Total Gaseous Hydrocarbons,5.3596599309999995
afternoon2,Bishop,NB,10,21,Total Energy,6693811004.67
afternoon2,Bishop,NB,10,21,Atmospheric CO2,481156.8462740001
afternoon2,Bishop,NB,10,21,Nitrous Oxide,2.0859406894740005
afternoon2,Bishop,NB,10,21,Methane,11.371028899814398
afternoon2,Bishop,NB,10,21,Total Gaseous Hydrocarbons,95.95545248800002
afternoon2,Bishop,NB,9,61,Total Energy,931276797.0598003
afternoon2,Bishop,NB,9,61,Atmospheric CO2,68598.81743297
afternoon2,Bishop,NB,9,61,Nitrous Oxide,0.07078416990889996
afternoon2,Bishop,NB,9,61,Methane,1.286626714734783
afternoon2,Bishop,NB,9,61,Total Gaseous Hydrocarbons,9.090927249069995
afternoon2,Bishop,NB,9,52,Total Energy,674595027.0
afternoon2,Bishop,NB,9,52,Atmospheric CO2,49324.246000000014
afternoon2,Bishop,NB,9,52,Nitrous Oxide,0.1825053009
afternoon2,Bishop,NB,9,52,Methane,1.1517342818
afternoon2,Bishop,NB,9,52,Total Gaseous Hydrocarbons,17.109962300000003
afternoon2,Bishop,NB,9,42,Total Energy,1684311073.6999998
afternoon2,Bishop,NB,9,42,Atmospheric CO2,123996.20525299993
afternoon2,Bishop,NB,9,42,Nitrous Oxide,0.17203075657
afternoon2,Bishop,NB,9,42,Methane,3.3997419223800005
afternoon2,Bishop,NB,9,42,Total Gaseous Hydrocarbons,32.78534406000001
afternoon2,Bishop,NB,9,21,Total Energy,5696230453.03
afternoon2,Bishop,NB,9,21,Atmospheric CO2,409450.26717199996
afternoon2,Bishop,NB,9,21,Nitrous Oxide,1.5929417499070004
afternoon2,Bishop,NB,9,21,Methane,10.322151417139903
afternoon2,Bishop,NB,9,21,Total Gaseous Hydrocarbons,84.779414221
afternoon2,Bishop,NB,8,61,Total Energy,1056379813.3686
afternoon2,Bishop,NB,8,61,Atmospheric CO2,77813.97745025
afternoon2,Bishop,NB,8,61,Nitrous Oxide,0.07126434131780006
afternoon2,Bishop,NB,8,61,Methane,1.3982117857178027
afternoon2,Bishop,NB,8,61,Total Gaseous Hydrocarbons,9.790710723319998
afternoon2,Bishop,NB,8,52,Total Energy,664324600.0
afternoon2,Bishop,NB,8,52,Atmospheric CO2,48537.79719999999
afternoon2,Bishop,NB,8,52,Nitrous Oxide,0.24243913099999995
afternoon2,Bishop,NB,8,52,Methane,1.6835913521
afternoon2,Bishop,NB,8,52,Total Gaseous Hydrocarbons,21.846890500000004
afternoon2,Bishop,NB,8,42,Total Energy,0.0
afternoon2,Bishop,NB,8,42,Atmospheric CO2,0.0
afternoon2,Bishop,NB,8,42,Nitrous Oxide,0.0
afternoon2,Bishop,NB,8,42,Methane,0.0
afternoon2,Bishop,NB,8,42,Total Gaseous Hydrocarbons,0.0
afternoon2,Bishop,NB,8,21,Total Energy,8106599283.38
afternoon2,Bishop,NB,8,21,Atmospheric CO2,582709.703637
afternoon2,Bishop,NB,8,21,Nitrous Oxide,2.3423924259479993
afternoon2,Bishop,NB,8,21,Methane,15.0811773363233
afternoon2,Bishop,NB,8,21,Total Gaseous Hydrocarbons,123.43187456499999
afternoon2,Bishop,NB,7,61,Total Energy,0.0
afternoon2,Bishop,NB,7,61,Atmospheric CO2,0.0
afternoon2,Bishop,NB,7,61,Nitrous Oxide,0.0
afternoon2,Bishop,NB,7,61,Methane,0.0
afternoon2,Bishop,NB,7,61,Total Gaseous Hydrocarbons,0.0
afternoon2,Bishop,NB,7,52,Total Energy,319421218.0
afternoon2,Bishop,NB,7,52,Atmospheric CO2,23386.839200000017
afternoon2,Bishop,NB,7,52,Nitrous Oxide,0.16685654649999995
afternoon2,Bishop,NB,7,52,Methane,1.1019205084999997
afternoon2,Bishop,NB,7,52,Total Gaseous Hydrocarbons,12.1306578
afternoon2,Bishop,NB,7,42,Total Energy,0.0
afternoon2,Bishop,NB,7,42,Atmospheric CO2,0.0
afternoon2,Bishop,NB,7,42,Nitrous Oxide,0.0
afternoon2,Bishop,NB,7,42,Methane,0.0
afternoon2,Bishop,NB,7,42,Total Gaseous Hydrocarbons,0.0
afternoon2,Bishop,NB,7,21,Total Energy,7732883468.13
afternoon2,Bishop,NB,7,21,Atmospheric CO2,555846.2031759998
afternoon2,Bishop,NB,7,21,Nitrous Oxide,2.5570162835320005
afternoon2,Bishop,NB,7,21,Methane,15.951367284623002
afternoon2,Bishop,NB,7,21,Total Gaseous Hydrocarbons,129.39973775800001
afternoon2,Bishop,NB,6,61,Total Energy,0.0
afternoon2,Bishop,NB,6,61,Atmospheric CO2,0.0
afternoon2,Bishop,NB,6,61,Nitrous Oxide,0.0
afternoon2,Bishop,NB,6,61,Methane,0.0
afternoon2,Bishop,NB,6,61,Total Gaseous Hydrocarbons,0.0
afternoon2,Bishop,NB,6,52,Total Energy,0.0
afternoon2,Bishop,NB,6,52,Atmospheric CO2,0.0
afternoon2,Bishop,NB,6,52,Nitrous Oxide,0.0
afternoon2,Bishop,NB,6,52,Methane,0.0
afternoon2,Bishop,NB,6,52,Total Gaseous Hydrocarbons,0.0
afternoon2,Bishop,NB,6,42,Total Energy,1933305997.8999996
afternoon2,Bishop,NB,6,42,Atmospheric CO2,142326.49998199992
afternoon2,Bishop,NB,6,42,Nitrous Oxide,0.19893806582999998
afternoon2,Bishop,NB,6,42,Methane,3.8395009793100012
afternoon2,Bishop,NB,6,42,Total Gaseous Hydrocarbons,37.25267004999998
afternoon2,Bishop,NB,6,21,Total Energy,6884535696.860001
afternoon2,Bishop,NB,6,21,Atmospheric CO2,494867.337233
afternoon2,Bishop,NB,6,21,Nitrous Oxide,2.0696795129470007
afternoon2,Bishop,NB,6,21,Methane,9.5214709175979
afternoon2,Bishop,NB,6,21,Total Gaseous Hydrocarbons,83.01076156800002
afternoon2,Bishop,NB,5,61,Total Energy,574695931.1331099
afternoon2,Bishop,NB,5,61,Atmospheric CO2,42332.69854649498
afternoon2,Bishop,NB,5,61,Nitrous Oxide,0.09216537484799998
afternoon2,Bishop,NB,5,61,Methane,2.012299684198398
afternoon2,Bishop,NB,5,61,Total Gaseous Hydrocarbons,14.760329334838998
afternoon2,Bishop,NB,5,52,Total Energy,0.0
afternoon2,Bishop,NB,5,52,Atmospheric CO2,0.0
afternoon2,Bishop,NB,5,52,Nitrous Oxide,0.0
afternoon2,Bishop,NB,5,52,Methane,0.0
afternoon2,Bishop,NB,5,52,Total Gaseous Hydrocarbons,0.0
afternoon2,Bishop,NB,5,42,Total Energy,0.0
afternoon2,Bishop,NB,5,42,Atmospheric CO2,0.0
afternoon2,Bishop,NB,5,42,Nitrous Oxide,0.0
afternoon2,Bishop,NB,5,42,Methane,0.0
afternoon2,Bishop,NB,5,42,Total Gaseous Hydrocarbons,0.0
afternoon2,Bishop,NB,5,21,Total Energy,5415241217.66
afternoon2,Bishop,NB,5,21,Atmospheric CO2,389253.254892
afternoon2,Bishop,NB,5,21,Nitrous Oxide,1.7470094035420003
afternoon2,Bishop,NB,5,21,Methane,4.730646614942799
afternoon2,Bishop,NB,5,21,Total Gaseous Hydrocarbons,47.74419263899999
afternoon2,Bishop,NB,4,61,Total Energy,0.0
afternoon2,Bishop,NB,4,61,Atmospheric CO2,0.0
afternoon2,Bishop,NB,4,61,Nitrous Oxide,0.0
afternoon2,Bishop,NB,4,61,Methane,0.0
afternoon2,Bishop,NB,4,61,Total Gaseous Hydrocarbons,0.0
afternoon2,Bishop,NB,4,52,Total Energy,817165949.0
afternoon2,Bishop,NB,4,52,Atmospheric CO2,59774.165599999986
afternoon2,Bishop,NB,4,52,Nitrous Oxide,0.29606470710000005
afternoon2,Bishop,NB,4,52,Methane,1.6129377619299998
afternoon2,Bishop,NB,4,52,Total Gaseous Hydrocarbons,21.822469299999998
afternoon2,Bishop,NB,4,42,Total Energy,0.0
afternoon2,Bishop,NB,4,42,Atmospheric CO2,0.0
afternoon2,Bishop,NB,4,42,Nitrous Oxide,0.0
afternoon2,Bishop,NB,4,42,Methane,0.0
afternoon2,Bishop,NB,4,42,Total Gaseous Hydrocarbons,0.0
afternoon2,Bishop,NB,4,21,Total Energy,7545219047.12
afternoon2,Bishop,NB,4,21,Atmospheric CO2,542357.4864289999
afternoon2,Bishop,NB,4,21,Nitrous Oxide,2.1700981044689995
afternoon2,Bishop,NB,4,21,Methane,12.487448065511904
afternoon2,Bishop,NB,4,21,Total Gaseous Hydrocarbons,103.91244674100001
afternoon2,Bishop,NB,3,61,Total Energy,0.0
afternoon2,Bishop,NB,3,61,Atmospheric CO2,0.0
afternoon2,Bishop,NB,3,61,Nitrous Oxide,0.0
afternoon2,Bishop,NB,3,61,Methane,0.0
afternoon2,Bishop,NB,3,61,Total Gaseous Hydrocarbons,0.0
afternoon2,Bishop,NB,3,52,Total Energy,2119968550.0
afternoon2,Bishop,NB,3,52,Atmospheric CO2,154917.29660000003
afternoon2,Bishop,NB,3,52,Nitrous Oxide,0.6733199009999999
afternoon2,Bishop,NB,3,52,Methane,4.7810395873
afternoon2,Bishop,NB,3,52,Total Gaseous Hydrocarbons,55.564521999999975
afternoon2,Bishop,NB,3,42,Total Energy,0.0
afternoon2,Bishop,NB,3,42,Atmospheric CO2,0.0
afternoon2,Bishop,NB,3,42,Nitrous Oxide,0.0
afternoon2,Bishop,NB,3,42,Methane,0.0
afternoon2,Bishop,NB,3,42,Total Gaseous Hydrocarbons,0.0
afternoon2,Bishop,NB,3,21,Total Energy,7838715301.26
afternoon2,Bishop,NB,3,21,Atmospheric CO2,563453.800902
afternoon2,Bishop,NB,3,21,Nitrous Oxide,2.4644965440610007
afternoon2,Bishop,NB,3,21,Methane,13.009736945335797
afternoon2,Bishop,NB,3,21,Total Gaseous Hydrocarbons,109.68947350900001
afternoon2,Bishop,NB,2,61,Total Energy,0.0
afternoon2,Bishop,NB,2,61,Atmospheric CO2,0.0
afternoon2,Bishop,NB,2,61,Nitrous Oxide,0.0
afternoon2,Bishop,NB,2,61,Methane,0.0
afternoon2,Bishop,NB,2,61,Total Gaseous Hydrocarbons,0.0
afternoon2,Bishop,NB,2,52,Total Energy,1448116702.0
afternoon2,Bishop,NB,2,52,Atmospheric CO2,106053.09939999996
afternoon2,Bishop,NB,2,52,Nitrous Oxide,0.569571401
afternoon2,Bishop,NB,2,52,Methane,4.343983589210002
afternoon2,Bishop,NB,2,52,Total Gaseous Hydrocarbons,47.33676330000001
afternoon2,Bishop,NB,2,42,Total Energy,0.0
afternoon2,Bishop,NB,2,42,Atmospheric CO2,0.0
afternoon2,Bishop,NB,2,42,Nitrous Oxide,0.0
afternoon2,Bishop,NB,2,42,Methane,0.0
afternoon2,Bishop,NB,2,42,Total Gaseous Hydrocarbons,0.0
afternoon2,Bishop,NB,2,21,Total Energy,6485694048.41
afternoon2,Bishop,NB,2,21,Atmospheric CO2,466198.4593149998
afternoon2,Bishop,NB,2,21,Nitrous Oxide,2.0430153348969995
afternoon2,Bishop,NB,2,21,Methane,5.807031939984399
afternoon2,Bishop,NB,2,21,Total Gaseous Hydrocarbons,57.829583593
afternoon2,Bishop,NB,1,61,Total Energy,0.0
afternoon2,Bishop,NB,1,61,Atmospheric CO2,0.0
afternoon2,Bishop,NB,1,61,Nitrous Oxide,0.0
afternoon2,Bishop,NB,1,61,Methane,0.0
afternoon2,Bishop,NB,1,61,Total Gaseous Hydrocarbons,0.0
afternoon2,Bishop,NB,1,52,Total Energy,1063266331.0
afternoon2,Bishop,NB,1,52,Atmospheric CO2,77719.81540000002
afternoon2,Bishop,NB,1,52,Nitrous Oxide,0.3500051309999999
afternoon2,Bishop,NB,1,52,Methane,2.3657081490399987
afternoon2,Bishop,NB,1,52,Total Gaseous Hydrocarbons,32.6026736
afternoon2,Bishop,NB,1,42,Total Energy,0.0
afternoon2,Bishop,NB,1,42,Atmospheric CO2,0.0
afternoon2,Bishop,NB,1,42,Nitrous Oxide,0.0
afternoon2,Bishop,NB,1,42,Methane,0.0
afternoon2,Bishop,NB,1,42,Total Gaseous Hydrocarbons,0.0
afternoon2,Bishop,NB,1,21,Total Energy,5500837415.059999
afternoon2,Bishop,NB,1,21,Atmospheric CO2,395405.7171580001
afternoon2,Bishop,NB,1,21,Nitrous Oxide,1.5539896776349997
afternoon2,Bishop,NB,1,21,Methane,9.893867193814598
afternoon2,Bishop,NB,1,21,Total Gaseous Hydrocarbons,81.15391077500003
afternoon2,Bishop,SB,38,61,Total Energy,2147919979.0543995
afternoon2,Bishop,SB,38,61,Atmospheric CO2,158218.07760501004
afternoon2,Bishop,SB,38,61,Nitrous Oxide,0.172780733624
afternoon2,Bishop,SB,38,61,Methane,2.5751803990583397
afternoon2,Bishop,SB,38,61,Total Gaseous Hydrocarbons,18.616144334450002
afternoon2,Bishop,SB,38,52,Total Energy,1260788100.0
afternoon2,Bishop,SB,38,52,Atmospheric CO2,92084.75490000007
afternoon2,Bishop,SB,38,52,Nitrous Oxide,0.397755271
afternoon2,Bishop,SB,38,52,Methane,3.1043852461999983
afternoon2,Bishop,SB,38,52,Total Gaseous Hydrocarbons,30.93853970000001
afternoon2,Bishop,SB,38,42,Total Energy,0.0
afternoon2,Bishop,SB,38,42,Atmospheric CO2,0.0
afternoon2,Bishop,SB,38,42,Nitrous Oxide,0.0
afternoon2,Bishop,SB,38,42,Methane,0.0
afternoon2,Bishop,SB,38,42,Total Gaseous Hydrocarbons,0.0
afternoon2,Bishop,SB,38,21,Total Energy,12888259681.0
afternoon2,Bishop,SB,38,21,Atmospheric CO2,926420.6913449998
afternoon2,Bishop,SB,38,21,Nitrous Oxide,3.8897867617449995
afternoon2,Bishop,SB,38,21,Methane,19.974126089177396
afternoon2,Bishop,SB,38,21,Total Gaseous Hydrocarbons,169.88651541800002
afternoon2,Bishop,SB,37,61,Total Energy,1630224432.0140996
afternoon2,Bishop,SB,37,61,Atmospheric CO2,120084.02515258004
afternoon2,Bishop,SB,37,61,Nitrous Oxide,0.1883215428644
afternoon2,Bishop,SB,37,61,Methane,2.862299627460841
afternoon2,Bishop,SB,37,61,Total Gaseous Hydrocarbons,19.8725485243
afternoon2,Bishop,SB,37,52,Total Energy,1197820879.0
afternoon2,Bishop,SB,37,52,Atmospheric CO2,87558.19369999997
afternoon2,Bishop,SB,37,52,Nitrous Oxide,0.419343876
afternoon2,Bishop,SB,37,52,Methane,2.727562395560001
afternoon2,Bishop,SB,37,52,Total Gaseous Hydrocarbons,34.17602380000001
afternoon2,Bishop,SB,37,42,Total Energy,0.0
afternoon2,Bishop,SB,37,42,Atmospheric CO2,0.0
afternoon2,Bishop,SB,37,42,Nitrous Oxide,0.0
afternoon2,Bishop,SB,37,42,Methane,0.0
afternoon2,Bishop,SB,37,42,Total Gaseous Hydrocarbons,0.0
afternoon2,Bishop,SB,37,21,Total Energy,9173633322.92
afternoon2,Bishop,SB,37,21,Atmospheric CO2,659408.475438
afternoon2,Bishop,SB,37,21,Nitrous Oxide,3.473688514173
afternoon2,Bishop,SB,37,21,Methane,15.268798940440902
afternoon2,Bishop,SB,37,21,Total Gaseous Hydrocarbons,132.846013187
afternoon2,Bishop,SB,36,61,Total Energy,814343666.3645
afternoon2,Bishop,SB,36,61,Atmospheric CO2,59985.42072131398
afternoon2,Bishop,SB,36,61,Nitrous Oxide,0.12356644492739997
afternoon2,Bishop,SB,36,61,Methane,1.6983781767037385
afternoon2,Bishop,SB,36,61,Total Gaseous Hydrocarbons,12.31177368813
afternoon2,Bishop,SB,36,52,Total Energy,731874790.0
afternoon2,Bishop,SB,36,52,Atmospheric CO2,53553.97900000002
afternoon2,Bishop,SB,36,52,Nitrous Oxide,0.5132934779999999
afternoon2,Bishop,SB,36,52,Methane,2.3003388849400004
afternoon2,Bishop,SB,36,52,Total Gaseous Hydrocarbons,26.999574699999997
afternoon2,Bishop,SB,36,42,Total Energy,0.0
afternoon2,Bishop,SB,36,42,Atmospheric CO2,0.0
afternoon2,Bishop,SB,36,42,Nitrous Oxide,0.0
afternoon2,Bishop,SB,36,42,Methane,0.0
afternoon2,Bishop,SB,36,42,Total Gaseous Hydrocarbons,0.0
afternoon2,Bishop,SB,36,21,Total Energy,4831053203.139999
afternoon2,Bishop,SB,36,21,Atmospheric CO2,347259.7316251
afternoon2,Bishop,SB,36,21,Nitrous Oxide,2.184413536934
afternoon2,Bishop,SB,36,21,Methane,7.528313129649099
afternoon2,Bishop,SB,36,21,Total Gaseous Hydrocarbons,68.639776379
afternoon2,Bishop,SB,35,61,Total Energy,1319021810.4617999
afternoon2,Bishop,SB,35,61,Atmospheric CO2,97160.52279944994
afternoon2,Bishop,SB,35,61,Nitrous Oxide,0.10630854167070003
afternoon2,Bishop,SB,35,61,Methane,1.8928469047300622
afternoon2,Bishop,SB,35,61,Total Gaseous Hydrocarbons,13.540988833060002
afternoon2,Bishop,SB,35,52,Total Energy,0.0
afternoon2,Bishop,SB,35,52,Atmospheric CO2,0.0
afternoon2,Bishop,SB,35,52,Nitrous Oxide,0.0
afternoon2,Bishop,SB,35,52,Methane,0.0
afternoon2,Bishop,SB,35,52,Total Gaseous Hydrocarbons,0.0
afternoon2,Bishop,SB,35,42,Total Energy,0.0
afternoon2,Bishop,SB,35,42,Atmospheric CO2,0.0
afternoon2,Bishop,SB,35,42,Nitrous Oxide,0.0
afternoon2,Bishop,SB,35,42,Methane,0.0
afternoon2,Bishop,SB,35,42,Total Gaseous Hydrocarbons,0.0
afternoon2,Bishop,SB,35,21,Total Energy,9486963607.77
afternoon2,Bishop,SB,35,21,Atmospheric CO2,681932.185257
afternoon2,Bishop,SB,35,21,Nitrous Oxide,2.63983670484
afternoon2,Bishop,SB,35,21,Methane,16.568006851547796
afternoon2,Bishop,SB,35,21,Total Gaseous Hydrocarbons,135.395153469
afternoon2,Bishop,SB,34,61,Total Energy,0.0
afternoon2,Bishop,SB,34,61,Atmospheric CO2,0.0
afternoon2,Bishop,SB,34,61,Nitrous Oxide,0.0
afternoon2,Bishop,SB,34,61,Methane,0.0
afternoon2,Bishop,SB,34,61,Total Gaseous Hydrocarbons,0.0
afternoon2,Bishop,SB,34,52,Total Energy,341595902.0
afternoon2,Bishop,SB,34,52,Atmospheric CO2,24983.27480000001
afternoon2,Bishop,SB,34,52,Nitrous Oxide,0.10192732210000002
afternoon2,Bishop,SB,34,52,Methane,0.7823722261700001
afternoon2,Bishop,SB,34,52,Total Gaseous Hydrocarbons,9.548444799999997
afternoon2,Bishop,SB,34,42,Total Energy,0.0
afternoon2,Bishop,SB,34,42,Atmospheric CO2,0.0
afternoon2,Bishop,SB,34,42,Nitrous Oxide,0.0
afternoon2,Bishop,SB,34,42,Methane,0.0
afternoon2,Bishop,SB,34,42,Total Gaseous Hydrocarbons,0.0
afternoon2,Bishop,SB,34,21,Total Energy,5683281879.67
afternoon2,Bishop,SB,34,21,Atmospheric CO2,408519.72965300013
afternoon2,Bishop,SB,34,21,Nitrous Oxide,1.774067183303
afternoon2,Bishop,SB,34,21,Methane,8.329160685561398
afternoon2,Bishop,SB,34,21,Total Gaseous Hydrocarbons,71.96648922899999
afternoon2,Bishop,SB,33,61,Total Energy,779632995.2663001
afternoon2,Bishop,SB,33,61,Atmospheric CO2,57428.586924247
afternoon2,Bishop,SB,33,61,Nitrous Oxide,0.03800228786850001
afternoon2,Bishop,SB,33,61,Methane,0.7207168186315628
afternoon2,Bishop,SB,33,61,Total Gaseous Hydrocarbons,5.10853877465
afternoon2,Bishop,SB,33,52,Total Energy,0.0
afternoon2,Bishop,SB,33,52,Atmospheric CO2,0.0
afternoon2,Bishop,SB,33,52,Nitrous Oxide,0.0
afternoon2,Bishop,SB,33,52,Methane,0.0
afternoon2,Bishop,SB,33,52,Total Gaseous Hydrocarbons,0.0
afternoon2,Bishop,SB,33,42,Total Energy,0.0
afternoon2,Bishop,SB,33,42,Atmospheric CO2,0.0
afternoon2,Bishop,SB,33,42,Nitrous Oxide,0.0
afternoon2,Bishop,SB,33,42,Methane,0.0
afternoon2,Bishop,SB,33,42,Total Gaseous Hydrocarbons,0.0
afternoon2,Bishop,SB,33,21,Total Energy,9535583049.18
afternoon2,Bishop,SB,33,21,Atmospheric CO2,685426.8662429997
afternoon2,Bishop,SB,33,21,Nitrous Oxide,2.6811587878489997
afternoon2,Bishop,SB,33,21,Methane,16.399388988393
afternoon2,Bishop,SB,33,21,Total Gaseous Hydrocarbons,134.91997656799998
afternoon2,Bishop,SB,32,61,Total Energy,2840059917.856499
afternoon2,Bishop,SB,32,61,Atmospheric CO2,209201.71854912996
afternoon2,Bishop,SB,32,61,Nitrous Oxide,0.2870604177404
afternoon2,Bishop,SB,32,61,Methane,3.8962640106841007
afternoon2,Bishop,SB,32,61,Total Gaseous Hydrocarbons,28.45806929147
afternoon2,Bishop,SB,32,52,Total Energy,1592558124.0
afternoon2,Bishop,SB,32,52,Atmospheric CO2,116331.39419999998
afternoon2,Bishop,SB,32,52,Nitrous Oxide,0.5551033679999998
afternoon2,Bishop,SB,32,52,Methane,4.06471059021
afternoon2,Bishop,SB,32,52,Total Gaseous Hydrocarbons,45.44264570000002
afternoon2,Bishop,SB,32,42,Total Energy,0.0
afternoon2,Bishop,SB,32,42,Atmospheric CO2,0.0
afternoon2,Bishop,SB,32,42,Nitrous Oxide,0.0
afternoon2,Bishop,SB,32,42,Methane,0.0
afternoon2,Bishop,SB,32,42,Total Gaseous Hydrocarbons,0.0
afternoon2,Bishop,SB,32,21,Total Energy,7727686499.309999
afternoon2,Bishop,SB,32,21,Atmospheric CO2,555473.1018879999
afternoon2,Bishop,SB,32,21,Nitrous Oxide,2.324119344416
afternoon2,Bishop,SB,32,21,Methane,12.666187038198501
afternoon2,Bishop,SB,32,21,Total Gaseous Hydrocarbons,106.11585113500003
afternoon2,Bishop,SB,31,61,Total Energy,155486307.07083002
afternoon2,Bishop,SB,31,61,Atmospheric CO2,11453.282797918993
afternoon2,Bishop,SB,31,61,Nitrous Oxide,0.027379236415969996
afternoon2,Bishop,SB,31,61,Methane,0.6011549271305417
afternoon2,Bishop,SB,31,61,Total Gaseous Hydrocarbons,4.3981505199610025
afternoon2,Bishop,SB,31,52,Total Energy,0.0
afternoon2,Bishop,SB,31,52,Atmospheric CO2,0.0
afternoon2,Bishop,SB,31,52,Nitrous Oxide,0.0
afternoon2,Bishop,SB,31,52,Methane,0.0
afternoon2,Bishop,SB,31,52,Total Gaseous Hydrocarbons,0.0
afternoon2,Bishop,SB,31,42,Total Energy,0.0
afternoon2,Bishop,SB,31,42,Atmospheric CO2,0.0
afternoon2,Bishop,SB,31,42,Nitrous Oxide,0.0
afternoon2,Bishop,SB,31,42,Methane,0.0
afternoon2,Bishop,SB,31,42,Total Gaseous Hydrocarbons,0.0
afternoon2,Bishop,SB,31,21,Total Energy,8378808821.73
afternoon2,Bishop,SB,31,21,Atmospheric CO2,602277.1077099999
afternoon2,Bishop,SB,31,21,Nitrous Oxide,2.8378149213220003
afternoon2,Bishop,SB,31,21,Methane,10.237421830147296
afternoon2,Bishop,SB,31,21,Total Gaseous Hydrocarbons,93.71467065299997
afternoon2,Bishop,SB,30,61,Total Energy,0.0
afternoon2,Bishop,SB,30,61,Atmospheric CO2,0.0
afternoon2,Bishop,SB,30,61,Nitrous Oxide,0.0
afternoon2,Bishop,SB,30,61,Methane,0.0
afternoon2,Bishop,SB,30,61,Total Gaseous Hydrocarbons,0.0
afternoon2,Bishop,SB,30,52,Total Energy,940803588.0
afternoon2,Bishop,SB,30,52,Atmospheric CO2,68698.2299
afternoon2,Bishop,SB,30,52,Nitrous Oxide,0.32211686060000017
afternoon2,Bishop,SB,30,52,Methane,2.4934516583600006
afternoon2,Bishop,SB,30,52,Total Gaseous Hydrocarbons,25.157232600000004
afternoon2,Bishop,SB,30,42,Total Energy,0.0
afternoon2,Bishop,SB,30,42,Atmospheric CO2,0.0
afternoon2,Bishop,SB,30,42,Nitrous Oxide,0.0
afternoon2,Bishop,SB,30,42,Methane,0.0
afternoon2,Bishop,SB,30,42,Total Gaseous Hydrocarbons,0.0
afternoon2,Bishop,SB,30,21,Total Energy,8091515582.28
afternoon2,Bishop,SB,30,21,Atmospheric CO2,581626.0821510003
afternoon2,Bishop,SB,30,21,Nitrous Oxide,2.363071102163999
afternoon2,Bishop,SB,30,21,Methane,12.660823586413898
afternoon2,Bishop,SB,30,21,Total Gaseous Hydrocarbons,106.35155519399999
afternoon2,Bishop,SB,29,61,Total Energy,0.0
afternoon2,Bishop,SB,29,61,Atmospheric CO2,0.0
afternoon2,Bishop,SB,29,61,Nitrous Oxide,0.0
afternoon2,Bishop,SB,29,61,Methane,0.0
afternoon2,Bishop,SB,29,61,Total Gaseous Hydrocarbons,0.0
afternoon2,Bishop,SB,29,52,Total Energy,657482769.0
afternoon2,Bishop,SB,29,52,Atmospheric CO2,48071.782600000006
afternoon2,Bishop,SB,29,52,Nitrous Oxide,0.23600421259999999
afternoon2,Bishop,SB,29,52,Methane,1.4477253291600005
afternoon2,Bishop,SB,29,52,Total Gaseous Hydrocarbons,19.8743385
afternoon2,Bishop,SB,29,42,Total Energy,0.0
afternoon2,Bishop,SB,29,42,Atmospheric CO2,0.0
afternoon2,Bishop,SB,29,42,Nitrous Oxide,0.0
afternoon2,Bishop,SB,29,42,Methane,0.0
afternoon2,Bishop,SB,29,42,Total Gaseous Hydrocarbons,0.0
afternoon2,Bishop,SB,29,21,Total Energy,11401486652.54
afternoon2,Bishop,SB,29,21,Atmospheric CO2,819549.886295
afternoon2,Bishop,SB,29,21,Nitrous Oxide,3.3888512671600006
afternoon2,Bishop,SB,29,21,Methane,17.177335460843192
