sim,period,inter,direc,cycle,type,vspfast,vspslow,vspmass,vehicleslow,vehiclefast,avgspeed,avgaccel,avgTT
0,morning1,Dunbar,SB,20,61,0.0,167.42335467440785,3843.542641114311,2,0,16.276086956521738,0.5808695652173913,58.5
0,morning1,Dunbar,SB,20,21,2002.2059516626093,368.29284512456695,3505.493620688876,6,20,59.807939814814866,0.17569444444444432,40.910000000000004
0,morning1,Dunbar,SB,20,52,0.0,35.455846735015115,302.75747527029404,1,0,17.26625,1.44,56.8
0,morning1,Dunbar,SB,21,21,720.7136146440026,19.293204236705474,1094.3220837607912,1,13,60.69082840236684,0.04437869822485206,31.939999999999998
0,morning1,Dunbar,SB,21,61,65.14237686445605,0.0,1495.4753696638697,0,1,59.23833333333332,0.009583333333333334,34.5
0,morning1,Dunbar,SB,22,21,1870.5208456019607,35.967027976019985,2819.314267447118,2,19,60.79422916666674,0.0117708333333334,30.785714285714285
0,morning1,Dunbar,SB,22,61,164.65260358841348,0.0,3779.9344308521086,0,2,63.153050847457656,-0.0013559322033898308,29.7
0,morning1,Dunbar,SB,22,52,46.00465074650249,0.0,392.8337127243848,0,1,65.59518518518519,0.053703703703703705,28.9
0,morning1,Dunbar,SB,22,42,-13.81163957219697,0.0,-228.66550475729306,0,1,64.00583333333334,-0.19166666666666665,
0,morning1,Dunbar,SB,23,21,767.3390980501417,249.22200016990533,1503.2905520478055,4,10,56.06531428571433,0.3072,45.925
0,morning1,Dunbar,SB,23,42,0.0,44.475829692901236,736.3418363956729,1,0,14.934000000000001,0.743,62.8
0,morning1,Dunbar,SB,23,61,-2.916212661001282,-59.05584354214682,-1422.6942294732444,1,1,55.12906250000001,-0.2675,
0,morning1,Dunbar,SB,24,21,1063.4992720401794,89.18003826395685,1704.5821640777567,4,15,58.165911949685515,0.29628930817610055,33.6
0,morning1,Dunbar,SB,24,61,111.72363993634221,0.0,2564.842730280526,0,3,55.529166666666654,-0.0175,33.9
0,morning1,Dunbar,SB,25,21,1082.1064296534505,311.14496072970206,2060.340156098606,7,14,55.50276859504127,0.2714049586776862,44.74285714285714
0,morning1,Dunbar,SB,25,61,0.0,91.8068987755504,2107.6135457834757,1,0,17.565999999999995,0.8779999999999999,53.7
0,morning1,Dunbar,SB,25,52,37.16099372580804,0.0,317.31772542467485,0,1,61.313571428571414,0.03392857142857137,
0,morning1,Dunbar,SB,26,21,1861.8813704301667,324.3103966134737,3232.940385104135,7,16,59.951987577639585,0.27372670807453414,34.4
0,morning1,Dunbar,SB,26,61,102.67142239185515,23.805172976837227,2903.526741223741,1,1,49.27222222222219,0.17814814814814814,
0,morning1,Dunbar,SB,27,21,922.3532194794795,0.0,1363.9759409662543,0,8,63.57174157303367,0.06404494382022471,29.625
0,morning1,Dunbar,SB,28,21,2120.2562894316566,81.74567954312991,3256.320511719914,2,26,60.13401785714287,0.08441964285714296,30.842857142857145
0,morning1,Dunbar,SB,28,52,28.358184886311857,0.0,242.15054074421695,0,1,56.32999999999999,-0.001935483870967736,
0,morning1,Dunbar,SB,28,61,115.74829872100733,0.0,2657.2369346905293,0,1,56.050909090909094,0.054545454545454564,33.5
0,morning1,Dunbar,SB,29,21,1097.7766153581501,423.1034850519269,2249.0774924864218,9,12,53.77378723404268,0.360212765957447,48.68333333333334
0,morning1,Dunbar,SB,29,61,0.0,62.27187992153804,1429.5772909713864,1,0,14.656428571428568,0.22428571428571423,58.9
0,morning1,Dunbar,SB,29,42,50.2208683402597,0.0,831.4566962413396,0,1,52.06913043478262,0.04608695652173913,
0,morning1,Dunbar,SB,30,21,1277.8984712628478,102.99506596374333,2042.065362850683,3,20,59.587360000000054,0.14575999999999997,37.3875
