sim,period,inter,direc,cycle,type,fuel
0,morning1,Sheldon,SB,39,61,29.61870805664253
0,morning1,Sheldon,SB,39,52,2.2355803724524774
0,morning1,Sheldon,SB,40,21,261.0693170351298
0,morning1,Sheldon,SB,40,61,13.148957592993964
0,morning1,Sheldon,SB,40,52,2.553234684193947
0,morning1,Pinebush,NB,1,21,214.31494082012927
0,morning1,Pinebush,NB,1,42,9.348767595212932
0,morning1,Pinebush,NB,1,52,6.329999800646678
0,morning1,Pinebush,NB,2,21,360.61275075366603
0,morning1,Pinebush,NB,2,42,11.799529876198111
0,morning1,Pinebush,NB,2,52,11.91002358358002
0,morning1,Pinebush,NB,3,21,474.5661847557694
0,morning1,Pinebush,NB,3,52,25.828045357934478
0,morning1,Pinebush,NB,4,52,22.223031157488474
0,morning1,Pinebush,NB,4,21,178.52701650467057
0,morning1,Pinebush,NB,5,21,504.4327880155666
0,morning1,Pinebush,NB,5,42,12.848083866646276
0,morning1,Pinebush,NB,6,21,271.8425232786418
0,morning1,Pinebush,NB,6,61,23.090230875121186
0,morning1,Pinebush,NB,6,52,43.84401179184113
0,morning1,Pinebush,NB,7,21,288.52774983361513
0,morning1,Pinebush,NB,7,61,17.34452139196224
0,morning1,Pinebush,NB,7,52,11.304788570603712
0,morning1,Pinebush,NB,8,21,280.7829320105319
0,morning1,Pinebush,NB,8,61,6.7999261382166
0,morning1,Pinebush,NB,8,42,5.754224534979141
0,morning1,Pinebush,NB,8,52,18.048852316475248
0,morning1,Pinebush,NB,9,21,402.1373338629875
0,morning1,Pinebush,NB,9,61,7.3418045952607365
0,morning1,Pinebush,NB,9,52,9.132625134835477
0,morning1,Pinebush,NB,10,21,482.19105970567585
0,morning1,Pinebush,NB,11,21,316.127202548578
0,morning1,Pinebush,NB,11,42,15.492585490821032
0,morning1,Pinebush,NB,12,21,174.40647622455157
0,morning1,Pinebush,NB,12,52,21.144605296754595
0,morning1,Pinebush,NB,13,21,333.0981503182711
0,morning1,Pinebush,NB,13,52,3.99405140602906
0,morning1,Pinebush,NB,14,21,214.39505085483177
0,morning1,Pinebush,NB,14,52,16.702594733507254
0,morning1,Pinebush,NB,15,21,488.30630589631573
0,morning1,Pinebush,NB,15,61,18.251395790144894
0,morning1,Pinebush,NB,16,61,4.263846700262102
0,morning1,Pinebush,NB,16,21,481.34850906383537
0,morning1,Pinebush,NB,16,52,8.69504575055793
0,morning1,Pinebush,NB,17,52,5.548710540620606
0,morning1,Pinebush,NB,17,21,108.04370183797398
0,morning1,Pinebush,NB,18,52,19.56564171475761
0,morning1,Pinebush,NB,18,21,439.6114374727805
0,morning1,Pinebush,NB,19,21,480.9486891538475
0,morning1,Pinebush,NB,19,52,32.02135255751656
0,morning1,Pinebush,NB,19,61,18.579907243476836
0,morning1,Pinebush,NB,20,52,16.34236971670174
0,morning1,Pinebush,NB,20,21,415.6745600796898
0,morning1,Pinebush,NB,21,52,15.822356666760145
0,morning1,Pinebush,NB,21,21,319.91181018215354
0,morning1,Pinebush,NB,22,21,275.56968461270617
0,morning1,Pinebush,NB,22,52,22.71520560849485
0,morning1,Pinebush,NB,22,61,26.00398761706858
0,morning1,Pinebush,NB,23,52,5.166415311050862
0,morning1,Pinebush,NB,23,21,252.79909093044907
0,morning1,Pinebush,NB,23,61,30.445206543423716
0,morning1,Pinebush,NB,24,21,439.8490103562556
0,morning1,Pinebush,NB,24,42,5.313351177182609
0,morning1,Pinebush,NB,24,52,17.272293872511614
0,morning1,Pinebush,NB,25,21,414.1602751564924
0,morning1,Pinebush,NB,26,21,605.4968677427115
0,morning1,Pinebush,NB,26,61,13.664904843204251
0,morning1,Pinebush,NB,26,52,16.145804196692694
0,morning1,Pinebush,NB,27,21,387.7303057166465
0,morning1,Pinebush,NB,27,42,4.44508919100333
0,morning1,Pinebush,NB,27,52,23.042103151808092
0,morning1,Pinebush,NB,27,61,15.301511409070955
0,morning1,Pinebush,NB,28,21,334.3399731801127
0,morning1,Pinebush,SB,1,21,58.09058329350041
0,morning1,Pinebush,SB,1,61,7.120790302580271
0,morning1,Pinebush,SB,2,21,214.7674361102851
0,morning1,Pinebush,SB,3,21,100.16261778993047
0,morning1,Pinebush,SB,3,61,9.93008467883405
0,morning1,Pinebush,SB,3,42,12.191105096238354
0,morning1,Pinebush,SB,3,52,18.467566971013255
0,morning1,Pinebush,SB,4,21,164.42092195142504
0,morning1,Pinebush,SB,4,42,2.159244313975407
0,morning1,Pinebush,SB,5,21,177.17424823859213
0,morning1,Pinebush,SB,5,61,21.583763084024973
0,morning1,Pinebush,SB,6,21,62.65675125444021
0,morning1,Pinebush,SB,6,52,8.723704687976998
0,morning1,Pinebush,SB,6,61,8.303054264988969
0,morning1,Pinebush,SB,6,42,6.953899707761861
0,morning1,Pinebush,SB,7,21,189.19045810944996
0,morning1,Pinebush,SB,7,52,15.910707736943428
0,morning1,Pinebush,SB,7,61,6.263864007632176
0,morning1,Pinebush,SB,8,52,4.088836782824442
0,morning1,Pinebush,SB,8,21,320.7816686495277
0,morning1,Pinebush,SB,9,61,4.931097842937901
0,morning1,Pinebush,SB,9,21,258.38732885035154
0,morning1,Pinebush,SB,10,21,86.98230389596317
0,morning1,Pinebush,SB,10,52,20.61144414324139
0,morning1,Pinebush,SB,10,61,6.388383748407801
0,morning1,Pinebush,SB,11,21,39.30347124828752
0,morning1,Pinebush,SB,12,61,2.4587814134253874
0,morning1,Pinebush,SB,12,21,80.14267190131426
0,morning1,Pinebush,SB,13,21,317.7463162366874
0,morning1,Pinebush,SB,14,21,43.491289716598956
0,morning1,Pinebush,SB,14,61,6.010890442996034
0,morning1,Pinebush,SB,14,42,5.025426808961286
0,morning1,Pinebush,SB,15,61,14.985039666411117
0,morning1,Pinebush,SB,15,21,85.36511115128827
0,morning1,Pinebush,SB,15,52,4.877745019147848
0,morning1,Pinebush,SB,15,42,8.409719780748487
0,morning1,Pinebush,SB,16,21,57.521489056317236
0,morning1,Pinebush,SB,16,42,14.089797336339926
0,morning1,Pinebush,SB,16,52,6.29832653676739
0,morning1,Pinebush,SB,17,21,128.97969343440823
0,morning1,Pinebush,SB,17,61,21.75467302381217
0,morning1,Pinebush,SB,18,21,253.98617424032503
0,morning1,Pinebush,SB,18,52,43.7517752164309
0,morning1,Pinebush,SB,19,21,100.43074725895082
0,morning1,Pinebush,SB,19,52,5.1050425130399
0,morning1,Pinebush,SB,20,21,54.96205686337673
0,morning1,Pinebush,SB,20,61,4.264443783690774
0,morning1,Pinebush,SB,21,21,86.14976333514453
0,morning1,Pinebush,SB,22,21,274.8493742410075
0,morning1,Pinebush,SB,22,61,11.07464892515104
0,morning1,Pinebush,SB,22,42,17.476769807242114
0,morning1,Pinebush,SB,22,52,19.35171790157272
0,morning1,Pinebush,SB,23,21,84.80345165587393
0,morning1,Pinebush,SB,23,52,15.967573036058027
0,morning1,Pinebush,SB,23,61,19.486272970375754
0,morning1,Pinebush,SB,24,21,209.72730486039765
0,morning1,Pinebush,SB,24,61,8.838041118576097
0,morning1,Pinebush,SB,24,52,1.8604336160951602
0,morning1,Pinebush,SB,25,21,3.011640273067665
0,morning1,Pinebush,SB,26,21,43.435046071300405
0,morning1,Pinebush,SB,27,21,191.30750687981413
0,morning1,Pinebush,SB,27,61,16.444874740456363
0,morning1,Pinebush,SB,28,21,128.21027979843228
0,morning1,Pinebush,SB,28,61,12.845586783876252
0,morning1,Pinebush,SB,28,52,11.005398430299975
0,morning1,Hwy401,NB,1,21,387.3615615644546
0,morning1,Hwy401,NB,1,42,27.25007068762867
0,morning1,Hwy401,NB,1,52,10.155071732014179
0,morning1,Hwy401,NB,1,61,10.141583185804627
0,morning1,Hwy401,NB,2,21,299.7449369348414
0,morning1,Hwy401,NB,2,52,35.238768778036764
0,morning1,Hwy401,NB,3,21,254.95144377271808
0,morning1,Hwy401,NB,3,52,37.00572235850188
0,morning1,Hwy401,NB,3,61,49.083842307838715
0,morning1,Hwy401,NB,3,42,6.257338521300326
0,morning1,Hwy401,NB,4,21,846.7476091964196
0,morning1,Hwy401,NB,4,42,3.4213987901683556
0,morning1,Hwy401,NB,4,52,34.12603247539982
0,morning1,Hwy401,NB,5,52,28.014505196247764
0,morning1,Hwy401,NB,5,21,437.5767363780127
0,morning1,Hwy401,NB,5,61,46.72687540608423
0,morning1,Hwy401,NB,6,52,29.219518514811753
0,morning1,Hwy401,NB,6,21,276.9718150414394
0,morning1,Hwy401,NB,6,61,27.983997339990253
0,morning1,Hwy401,NB,7,21,319.36941365328397
0,morning1,Hwy401,NB,7,52,15.542789221483334
0,morning1,Hwy401,NB,7,61,18.98946013777914
0,morning1,Hwy401,NB,7,42,3.8891240257185573
0,morning1,Hwy401,NB,8,21,296.27354579466044
0,morning1,Hwy401,NB,8,42,16.418766246580763
0,morning1,Hwy401,NB,8,61,9.476865317747285
0,morning1,Hwy401,NB,9,21,537.6343929521122
0,morning1,Hwy401,NB,9,52,65.99976725147165
0,morning1,Hwy401,NB,9,61,16.09514236927843
0,morning1,Hwy401,NB,10,61,44.43264358680397
0,morning1,Hwy401,NB,10,21,301.1054232254396
0,morning1,Hwy401,NB,10,52,69.32283121717168
0,morning1,Hwy401,NB,10,42,16.679664743235257
0,morning1,Hwy401,NB,11,21,452.8193333638251
0,morning1,Hwy401,NB,11,61,49.44774978146095
0,morning1,Hwy401,NB,11,52,32.74743242176267
0,morning1,Hwy401,NB,11,42,2.938223219814575
0,morning1,Hwy401,NB,12,21,333.94139122661113
0,morning1,Hwy401,NB,12,52,17.17149814513021
0,morning1,Hwy401,NB,12,61,6.421439764321935
0,morning1,Hwy401,NB,12,42,2.346386262422771
0,morning1,Hwy401,NB,13,21,139.5330079714069
0,morning1,Hwy401,NB,13,61,6.450744222997097
0,morning1,Hwy401,NB,13,42,6.674013252484324
0,morning1,Hwy401,NB,14,42,13.47651279994248
0,morning1,Hwy401,NB,14,21,482.98835226549863
0,morning1,Hwy401,NB,14,61,13.834608418737371
0,morning1,Hwy401,NB,14,52,10.27628162346689
0,morning1,Hwy401,NB,15,21,510.09897848576765
0,morning1,Hwy401,NB,15,61,6.743206451775443
0,morning1,Hwy401,NB,15,52,35.50672463851177
0,morning1,Hwy401,NB,16,21,685.9571513886794
0,morning1,Hwy401,NB,16,52,3.901289176405273
0,morning1,Hwy401,NB,17,21,395.43248959890224
0,morning1,Hwy401,NB,17,52,24.398636184529664
0,morning1,Hwy401,NB,17,42,3.3483750654515054
0,morning1,Hwy401,NB,18,21,761.0730127118345
0,morning1,Hwy401,NB,18,42,3.6983722501060523
0,morning1,Hwy401,NB,18,52,18.433470626636197
0,morning1,Hwy401,NB,18,61,5.974672059870317
0,morning1,Hwy401,NB,19,52,22.57696772619131
0,morning1,Hwy401,NB,19,42,14.062599424618869
0,morning1,Hwy401,NB,19,21,387.57405505851744
0,morning1,Hwy401,NB,19,61,11.978968488155184
0,morning1,Hwy401,NB,20,21,377.9527218782828
0,morning1,Hwy401,NB,20,52,20.998380706507437
0,morning1,Hwy401,NB,20,61,6.555612948966476
0,morning1,Hwy401,NB,20,42,7.558679427471103
0,morning1,Hwy401,NB,21,21,385.2170208748007
0,morning1,Hwy401,NB,21,52,56.75501559234718
0,morning1,Hwy401,NB,21,61,18.910171279532065
0,morning1,Hwy401,NB,22,21,237.13709295620143
0,morning1,Hwy401,NB,22,52,4.174842410798594
0,morning1,Hwy401,NB,23,21,512.7466987601871
0,morning1,Hwy401,NB,23,52,21.433268798248537
0,morning1,Hwy401,NB,24,52,3.0633174310683167
0,morning1,Hwy401,NB,24,21,139.40872009822226
0,morning1,Hwy401,NB,25,21,858.4784422502047
0,morning1,Hwy401,NB,25,42,5.129465617462732
0,morning1,Hwy401,NB,26,21,370.1668234609586
0,morning1,Hwy401,NB,26,42,19.97043344834198
0,morning1,Hwy401,NB,26,61,17.052407361229225
0,morning1,Hwy401,NB,27,61,24.651146366724237
0,morning1,Hwy401,NB,27,21,869.4362290991997
0,morning1,Hwy401,NB,27,42,12.458303763355461
0,morning1,Hwy401,NB,27,52,25.24295800708289
0,morning1,Hwy401,NB,28,21,282.87656771033875
0,morning1,Hwy401,NB,28,61,27.459489258449395
0,morning1,Hwy401,NB,28,52,23.816310180016572
0,morning1,Hwy401,NB,28,42,17.290885799439444
0,morning1,Hwy401,NB,29,52,18.167583519641088
0,morning1,Hwy401,NB,29,21,256.7627502428954
0,morning1,Hwy401,NB,29,42,3.719259754582197
0,morning1,Hwy401,NB,30,21,214.2265377115193
0,morning1,Hwy401,NB,30,52,0.7432952485436428
0,morning1,Hwy401,NB,31,52,36.68993385849703
0,morning1,Hwy401,NB,31,21,476.9294022925562
0,morning1,Hwy401,NB,31,61,15.539420786359956
0,morning1,Hwy401,NB,32,21,959.6014810957839
0,morning1,Hwy401,NB,32,52,44.43597825568919
0,morning1,Hwy401,NB,32,61,13.332982837968066
0,morning1,Hwy401,NB,33,61,4.193706907155406
0,morning1,Hwy401,NB,33,21,151.09265490711658
0,morning1,Hwy401,NB,33,52,19.960559245462992
0,morning1,Hwy401,NB,34,52,18.568404949640495
0,morning1,Hwy401,NB,34,21,490.64749772337206
0,morning1,Hwy401,NB,35,21,673.3808765712704
0,morning1,Hwy401,NB,35,61,5.686117199309728
0,morning1,Hwy401,NB,35,52,28.947879005622447
0,morning1,Hwy401,NB,36,52,30.076870030488433
0,morning1,Hwy401,NB,36,21,353.43405446675683
0,morning1,Hwy401,NB,37,21,300.8175164424856
0,morning1,Hwy401,NB,37,52,8.622345385814489
0,morning1,Hwy401,NB,37,61,12.37940613593304
0,morning1,Hwy401,NB,38,52,15.345561363289288
0,morning1,Hwy401,NB,38,21,404.1547349653225
0,morning1,Hwy401,NB,38,61,50.46003184285924
0,morning1,Hwy401,NB,38,42,8.139810535995766
0,morning1,Hwy401,NB,39,21,284.7841679045167
0,morning1,Hwy401,NB,39,61,2.608410033877774
0,morning1,Hwy401,NB,39,52,26.237255361898725
0,morning1,Hwy401,NB,40,21,293.63604501788456
0,morning1,Hwy401,NB,40,42,3.6904380702565502
0,morning1,Hwy401,NB,40,61,6.162977960969114
0,morning1,Hwy401,NB,41,21,898.407888969796
0,morning1,Hwy401,NB,41,61,6.050338332403107
0,morning1,Hwy401,NB,42,21,288.05354959052374
0,morning1,Hwy401,NB,42,52,14.121252502505094
0,morning1,Hwy401,NB,43,21,785.8441698608378
0,morning1,Hwy401,NB,43,42,12.58398204287787
0,morning1,Hwy401,NB,43,52,5.558077591075878
0,morning1,Hwy401,NB,43,61,48.605549092240466
0,morning1,Hwy401,NB,44,21,403.8312677958419
0,morning1,Hwy401,NB,44,52,20.802304900598664
0,morning1,Hwy401,NB,44,61,25.534335386670982
0,morning1,Hwy401,NB,45,21,339.95845736067275
0,morning1,Hwy401,NB,45,42,5.244701816545901
0,morning1,Hwy401,NB,45,52,25.461335367122302
0,morning1,Hwy401,NB,45,61,21.240264126118987
0,morning1,Hwy401,NB,46,21,832.9575781434049
0,morning1,Hwy401,NB,46,61,22.788289761873916
0,morning1,Hwy401,NB,47,21,355.5015263788409
0,morning1,Hwy401,NB,47,52,13.661352824308713
0,morning1,Hwy401,NB,47,42,13.727792376768837
0,morning2,Dunbar,SB,1,21,271.30686430075815
0,morning2,Dunbar,SB,1,52,28.959832052835544
0,morning2,Dunbar,SB,2,52,34.092672636760184
0,morning2,Dunbar,SB,2,21,215.18782439901906
0,morning2,Dunbar,SB,3,21,436.7389703211844
0,morning2,Dunbar,SB,3,52,18.321048061612075
0,morning2,Dunbar,SB,3,61,49.855226654976285
0,morning2,Dunbar,SB,4,21,333.83782762804105
0,morning2,Dunbar,SB,4,52,46.56379035306547
0,morning2,Dunbar,SB,4,61,15.876760039492934
0,morning2,Dunbar,SB,5,21,133.73037486562419
0,morning2,Dunbar,SB,6,21,376.75568330578
0,morning2,Dunbar,SB,6,52,24.166611585527413
0,morning2,Dunbar,SB,6,61,21.663402114625196
0,morning2,Dunbar,SB,7,21,604.0769506631162
0,morning2,Dunbar,SB,7,61,32.07046503572807
0,morning2,Dunbar,SB,7,52,19.71202345129319
0,morning2,Dunbar,SB,8,21,405.95590737096586
0,morning2,Dunbar,SB,8,52,7.164889106862676
0,morning2,Dunbar,SB,9,21,329.3860714757159
0,morning2,Dunbar,SB,10,21,360.2825748516214
0,morning2,Dunbar,SB,10,61,60.907059725667224
0,morning2,Dunbar,SB,10,52,26.31283075996418
0,morning2,Dunbar,SB,11,61,15.214428383004181
0,morning2,Dunbar,SB,11,42,11.62759437974407
0,morning2,Dunbar,SB,11,21,107.22954114430858
0,morning2,Dunbar,SB,12,21,185.61137221704126
0,morning2,Dunbar,SB,13,21,363.2667871486381
0,morning2,Dunbar,SB,13,61,13.935851357825241
0,morning2,Dunbar,SB,14,21,207.23207690110536
0,morning2,Dunbar,SB,14,61,32.51217059293485
0,morning2,Dunbar,SB,14,52,13.462784559005172
0,morning2,Dunbar,SB,15,61,22.98581212319516
0,morning2,Dunbar,SB,15,21,504.4063720745875
0,morning2,Dunbar,SB,16,52,2.477419678565878
0,morning2,Dunbar,SB,16,21,275.6451291308352
0,morning2,Dunbar,SB,17,21,260.8798981036224
0,morning2,Dunbar,SB,17,61,24.372433696320453
0,morning2,Dunbar,SB,18,21,491.9223623943824
0,morning2,Dunbar,SB,18,42,6.201891860478334
0,morning2,Dunbar,SB,18,52,18.84113839523867
0,morning2,Dunbar,SB,18,61,18.52628996099802
0,morning2,Dunbar,SB,19,21,316.4614159434378
0,morning2,Dunbar,SB,20,61,34.85254060273733
0,morning2,Dunbar,SB,20,21,153.0165836477742
0,morning2,Dunbar,SB,21,21,180.48671455836325
0,morning2,Dunbar,SB,21,42,13.848407367702777
0,morning2,Dunbar,SB,21,61,5.325601926044727
0,morning2,Dunbar,SB,21,52,3.3635358060252143
0,morning2,Dunbar,SB,22,21,138.036439718397
0,morning2,Dunbar,SB,22,52,18.180060895793872
0,morning2,Dunbar,SB,23,21,455.8194516143484
0,morning2,Dunbar,SB,23,61,80.69290399452858
0,morning2,Dunbar,SB,23,42,30.77633482646336
0,morning2,Dunbar,SB,24,21,319.00629419299673
0,morning2,Dunbar,SB,25,21,331.60676778826087
0,morning2,Dunbar,SB,25,42,24.924675588272567
0,morning2,Dunbar,SB,25,61,19.729565246785157
0,morning2,Dunbar,SB,26,21,157.7315583740403
0,morning2,Dunbar,SB,26,52,10.141661148944248
0,morning2,Dunbar,SB,26,61,18.232489248150603
0,morning2,Dunbar,SB,27,21,115.96403796841624
0,morning2,Dunbar,SB,27,52,4.504383019956584
0,morning2,Dunbar,SB,27,42,24.545752783554192
0,morning2,Dunbar,SB,28,21,143.80749062602146
0,morning2,Dunbar,SB,28,52,18.176285747270228
0,morning2,Dunbar,SB,29,21,313.79118154818417
0,morning2,Dunbar,SB,29,52,8.640235473673979
0,morning2,Dunbar,SB,29,61,3.3653267877117083
0,morning2,Dunbar,SB,30,21,323.2456378510032
0,morning2,Dunbar,SB,30,61,44.84852478501165
0,morning2,Dunbar,SB,30,52,6.621796924615055
0,morning2,Dunbar,SB,31,61,12.759563666588242
0,morning2,Dunbar,SB,31,21,364.3791554732312
0,morning2,Dunbar,SB,32,21,286.3965158763206
0,morning2,Dunbar,SB,32,61,12.072737183031212
0,morning2,Dunbar,SB,33,61,4.3751351181790845
0,morning2,Dunbar,SB,33,21,216.57361964544023
0,morning2,Dunbar,SB,33,42,18.988377060724286
0,morning2,Dunbar,SB,34,21,362.19706587677297
0,morning2,Dunbar,SB,35,21,297.3176439244524
0,morning2,Bishop,NB,1,21,479.60367697361886
0,morning2,Bishop,NB,1,61,21.586055588807533
0,morning2,Bishop,NB,1,42,7.689088599059089
0,morning2,Bishop,NB,2,21,426.9323205341881
0,morning2,Bishop,NB,2,61,3.0889387694609978
0,morning2,Bishop,NB,2,42,4.990315031874189
0,morning2,Bishop,NB,3,21,435.3639050455934
0,morning2,Bishop,NB,3,42,18.932507814975327
0,morning2,Bishop,NB,3,61,15.647764595148683
0,morning2,Bishop,NB,3,52,6.612591999466664
0,morning2,Bishop,NB,4,21,520.8810586104977
0,morning2,Bishop,NB,4,61,5.031135447603721
0,morning2,Bishop,NB,4,52,21.768649987591335
0,morning2,Bishop,NB,5,21,332.4493127047021
0,morning2,Bishop,NB,6,21,393.3324409370748
0,morning2,Bishop,NB,6,52,15.049956714331778
0,morning2,Bishop,NB,7,21,610.9831420543218
0,morning2,Bishop,NB,7,42,26.493657731424566
0,morning2,Bishop,NB,8,21,574.5107038902045
0,morning2,Bishop,NB,8,42,7.801691675748042
0,morning2,Bishop,NB,8,61,4.62666937171258
0,morning2,Bishop,NB,9,21,161.51287913098227
0,morning2,Bishop,NB,9,61,22.025178448114644
0,morning2,Bishop,NB,10,21,767.6517104378288
0,morning2,Bishop,NB,10,42,13.341506598033456
0,morning2,Bishop,NB,11,21,766.9665761034837
0,morning2,Bishop,NB,11,42,18.211458933725744
0,morning2,Bishop,NB,11,52,24.032599307909322
0,morning2,Bishop,NB,12,21,385.5373046641496
0,morning2,Bishop,NB,12,61,15.346442895913869
0,morning2,Bishop,NB,13,21,247.27691918083346
0,morning2,Bishop,NB,13,61,4.134622115712794
0,morning2,Bishop,NB,13,42,12.405420727534532
0,morning2,Bishop,NB,14,42,4.1413065042255095
0,morning2,Bishop,NB,14,21,324.9059407189446
0,morning2,Bishop,NB,14,61,0.7084573478116898
0,morning2,Bishop,NB,15,21,295.9257516561624
0,morning2,Bishop,NB,15,61,5.248752975168324
0,morning2,Bishop,NB,16,21,550.3457482536407
0,morning2,Bishop,NB,16,61,37.99877641279613
0,morning2,Bishop,NB,17,21,393.796061522894
0,morning2,Bishop,NB,17,61,9.991202043896113
0,morning2,Bishop,NB,17,42,12.273756480686806
0,morning2,Bishop,NB,18,21,677.7017904578317
0,morning2,Bishop,NB,18,61,59.32364015979732
0,morning2,Bishop,NB,19,61,16.757871345955028
0,morning2,Bishop,NB,19,21,352.2065867244865
0,morning2,Bishop,NB,19,42,21.568376503159453
0,morning2,Bishop,NB,20,21,336.7520770340486
0,morning2,Bishop,NB,20,52,19.726871517056022
0,morning2,Bishop,NB,21,21,781.7118770226201
0,morning2,Bishop,NB,21,42,26.582136387649744
0,morning2,Bishop,NB,22,21,790.8365628735536
0,morning2,Bishop,NB,22,42,26.365229834325095
0,morning2,Bishop,NB,22,61,54.661359103025084
0,morning2,Bishop,NB,22,52,1.3654554609037035
0,morning2,Bishop,NB,23,21,369.2625237135506
0,morning2,Bishop,NB,23,61,14.57040506548961
0,morning2,Bishop,NB,23,52,8.867061155692872
0,morning2,Bishop,NB,23,42,13.118389648075603
0,morning2,Bishop,NB,24,21,391.7730406150498
0,morning2,Bishop,NB,24,42,23.828617704352
0,morning2,Bishop,NB,25,21,189.83208900462355
0,morning2,Bishop,NB,26,21,532.4882978790948
0,morning2,Bishop,NB,26,42,26.043549660843567
0,morning2,Bishop,NB,27,21,289.06238807052864
0,morning2,Bishop,NB,28,21,418.9572729027787
0,morning2,Bishop,NB,28,52,19.508123816983353
0,morning2,Bishop,NB,29,21,335.99445287781174
0,morning2,Bishop,NB,30,21,440.92602864052327
0,morning2,Bishop,NB,30,42,17.091586887389603
0,morning2,Bishop,NB,30,52,6.77283210928711
0,morning2,Bishop,NB,30,61,26.850819865177876
0,morning2,Bishop,NB,31,21,358.56113167706957
0,morning2,Bishop,NB,31,52,7.509488289261435
0,morning2,Bishop,NB,32,21,352.5629199956749
0,morning2,Bishop,NB,32,52,7.016508556777978
0,morning2,Bishop,NB,32,61,8.15865398618971
0,morning2,Bishop,NB,33,21,385.5441010795114
0,morning2,Bishop,NB,33,42,24.906362972512444
0,morning2,Bishop,NB,33,52,14.639406457053205
0,morning2,Bishop,NB,34,21,602.9901893672384
0,morning2,Bishop,NB,34,61,41.50670266653084
0,morning2,Bishop,NB,34,42,26.75593953744548
0,morning2,Bishop,NB,35,21,355.2773892897424
0,morning2,Bishop,NB,35,61,16.433026200817643
0,morning2,Bishop,NB,36,21,254.67954041717448
0,morning2,Bishop,NB,36,61,20.715894502498365
0,morning2,Bishop,NB,36,52,1.2480124390992369
0,morning2,Bishop,NB,37,21,344.0528403689176
0,morning2,Bishop,NB,37,52,4.761869751712204
0,morning2,Bishop,NB,37,61,6.17148226670303
0,morning2,Bishop,NB,37,42,3.7386689342251156
0,morning2,Bishop,NB,38,21,579.9358191397976
0,morning2,Bishop,NB,38,42,4.764059093376243
0,morning2,Bishop,NB,39,21,191.43397851348448
0,morning2,Bishop,NB,40,21,227.70215949973274
0,morning2,Bishop,NB,40,52,25.577656196600394
0,morning2,Bishop,NB,41,21,551.410158683438
0,morning2,Bishop,NB,41,52,4.366086728380731
0,morning2,Bishop,NB,41,42,2.1791129209350952
0,morning2,Bishop,NB,42,21,547.2609058179324
0,morning2,Bishop,NB,42,42,5.0454629462203995
0,morning2,Bishop,NB,42,52,24.768530941814483
0,morning2,Bishop,NB,43,21,344.29542128742116
0,morning2,Bishop,NB,43,52,7.928827411942062
0,morning2,Bishop,NB,44,21,274.0079507426687
0,morning2,Bishop,NB,44,42,7.9254412585137874
0,morning2,Bishop,NB,45,21,446.9329497397801
0,morning2,Bishop,SB,1,52,69.99831491555364
0,morning2,Bishop,SB,1,21,460.71543554812285
0,morning2,Bishop,SB,1,61,30.888566169109456
0,morning2,Bishop,SB,2,21,138.44224621056398
0,morning2,Bishop,SB,2,52,18.456106831041037
0,morning2,Bishop,SB,2,61,1.4599357325938735
0,morning2,Bishop,SB,3,21,517.7565856665509
0,morning2,Bishop,SB,3,52,24.795997479811927
0,morning2,Bishop,SB,3,61,45.276560470264116
0,morning2,Bishop,SB,4,21,335.0638795997647
0,morning2,Bishop,SB,4,52,28.671133568099712
0,morning2,Bishop,SB,4,61,10.55167380691243
0,morning2,Bishop,SB,5,61,3.734492820200475
0,morning2,Bishop,SB,5,21,94.20922834644799
0,morning2,Bishop,SB,6,21,490.1363536260333
0,morning2,Bishop,SB,6,61,38.10167725697045
0,morning2,Bishop,SB,6,52,43.2535494162306
0,morning2,Bishop,SB,7,52,14.069959122487973
0,morning2,Bishop,SB,7,21,529.7704602518058
0,morning2,Bishop,SB,7,61,20.061184694328833
0,morning2,Bishop,SB,8,21,390.6106060040675
0,morning2,Bishop,SB,8,52,30.750578647591333
0,morning2,Bishop,SB,8,61,6.203756333784416
0,morning2,Bishop,SB,9,21,474.4779379337867
0,morning2,Bishop,SB,9,52,47.80649171969671
0,morning2,Bishop,SB,10,21,422.80517375224196
0,morning2,Bishop,SB,10,52,10.059823517033527
0,morning2,Bishop,SB,11,21,609.6059622249595
0,morning2,Bishop,SB,11,61,76.40615451520824
0,morning2,Bishop,SB,11,52,20.551544279898952
0,morning2,Bishop,SB,12,21,173.13299813632713
0,morning2,Bishop,SB,12,61,40.593586025922626
0,morning2,Bishop,SB,12,52,6.411645979082014
0,morning2,Bishop,SB,12,42,20.2621476522203
0,morning2,Bishop,SB,13,21,338.56023847030764
0,morning2,Bishop,SB,13,61,17.621365955677096
0,morning2,Bishop,SB,13,42,4.736480043457998
0,morning2,Bishop,SB,14,21,477.1122651751738
0,morning2,Bishop,SB,14,61,64.54528823587553
0,morning2,Bishop,SB,15,61,34.986942277769415
0,morning2,Bishop,SB,15,21,389.9205826537276
0,morning2,Bishop,SB,16,21,317.7632170418103
0,morning2,Bishop,SB,16,61,93.5861499354431
0,morning2,Bishop,SB,16,52,42.484479229955944
0,morning2,Bishop,SB,17,61,15.649908669551916
0,morning2,Bishop,SB,17,52,29.917229725276073
0,morning2,Bishop,SB,17,21,451.35093779321164
0,morning2,Bishop,SB,18,21,335.5642867890407
0,morning2,Bishop,SB,18,52,25.897251396787645
0,morning2,Bishop,SB,18,61,12.799134901144388
0,morning2,Bishop,SB,18,42,29.828772520172357
