sim,period,inter,direc,cycle,type,fuel
0,morning2,Bishop,SB,19,42,3.8073655567199376
0,morning2,Bishop,SB,19,52,13.40337099487681
0,morning2,Bishop,SB,19,21,385.12445028073455
0,morning2,Bishop,SB,19,61,7.671230964407106
0,morning2,Bishop,SB,20,21,282.58481805074416
0,morning2,Bishop,SB,20,61,32.914355339967436
0,morning2,Bishop,SB,21,61,4.701026768722018
0,morning2,Bishop,SB,21,21,262.3596891816107
0,morning2,Bishop,SB,22,21,471.44214563311107
0,morning2,Bishop,SB,22,61,28.02531890844902
0,morning2,Bishop,SB,22,52,25.365519461944242
0,morning2,Bishop,SB,23,21,246.6833318806667
0,morning2,Bishop,SB,23,61,4.195181642646892
0,morning2,Bishop,SB,23,52,0.8776448539215362
0,morning2,Bishop,SB,24,61,23.201151662818788
0,morning2,Bishop,SB,24,52,2.905830889185331
0,morning2,Bishop,SB,24,21,190.0080101367385
0,morning2,Bishop,SB,25,21,224.16576794004717
0,morning2,Bishop,SB,26,21,525.2890189857803
0,morning2,Bishop,SB,26,42,21.06339398834382
0,morning2,Bishop,SB,26,52,31.960105922289575
0,morning2,Bishop,SB,26,61,59.4888164657395
0,morning2,Bishop,SB,27,21,466.1388535487183
0,morning2,Bishop,SB,27,42,47.64959130000946
0,morning2,Bishop,SB,27,52,18.974422070182204
0,morning2,Bishop,SB,27,61,40.491089597606
0,morning2,Bishop,SB,28,21,300.2877736805079
0,morning2,Bishop,SB,28,61,52.21443386209493
0,morning2,Bishop,SB,28,42,7.690364775968064
0,morning2,Bishop,SB,28,52,15.88895083953447
0,morning2,Bishop,SB,29,21,194.06527466248338
0,morning2,Bishop,SB,29,52,7.802612631076964
0,morning2,Bishop,SB,29,61,1.810504565383319
0,morning2,Bishop,SB,30,21,291.2357595244688
0,morning2,Bishop,SB,30,52,7.037254934520841
0,morning2,Bishop,SB,30,61,14.731613984474656
0,morning2,Bishop,SB,31,21,558.6074491883236
0,morning2,Bishop,SB,31,61,76.1882705693483
0,morning2,Bishop,SB,31,42,30.614702512330865
0,morning2,Bishop,SB,31,52,61.46441363803583
0,morning2,Bishop,SB,32,42,2.577646345123697
0,morning2,Bishop,SB,32,52,33.776887665422194
0,morning2,Bishop,SB,32,21,525.3084465329606
0,morning2,Bishop,SB,32,61,7.682164112423032
0,morning2,Bishop,SB,33,21,279.3157207459745
0,morning2,Bishop,SB,33,52,17.560465321657286
0,morning2,Bishop,SB,33,61,22.828076157747923
0,morning2,Bishop,SB,33,42,33.11845994485838
0,morning2,Bishop,SB,34,21,90.16824912419581
0,morning2,Bishop,SB,34,42,3.7253512115947913
0,morning2,Bishop,SB,34,52,3.9419320850122763
0,morning2,Bishop,SB,35,21,655.4209374367832
0,morning2,Bishop,SB,35,52,18.176285747270228
0,morning2,Bishop,SB,36,21,492.7718330058346
0,morning2,Bishop,SB,36,61,38.74854956315139
0,morning2,Bishop,SB,36,52,24.79292248026729
0,morning2,Bishop,SB,37,21,266.72617734137606
0,morning2,Bishop,SB,37,61,5.622653561959092
0,morning2,Bishop,SB,37,52,10.151549456133951
0,morning2,Bishop,SB,38,61,74.59797626941928
0,morning2,Bishop,SB,38,21,603.7709211459614
0,morning2,Bishop,SB,39,21,288.36715787870867
0,morning2,Bishop,SB,39,61,28.527075090398192
0,morning2,Bishop,SB,40,21,574.0652339814417
0,morning2,Bishop,SB,40,52,25.90809709955119
0,morning2,Bishop,SB,40,61,25.561359521754838
0,morning2,Bishop,SB,41,21,367.5528176683177
0,morning2,Bishop,SB,41,61,64.79017111147876
0,morning2,Bishop,SB,42,21,387.5350778497921
0,morning2,Bishop,SB,42,42,18.08896714561943
0,morning2,Bishop,SB,42,52,17.803043451380734
0,morning2,Bishop,SB,43,21,342.1789409704534
0,morning2,Bishop,SB,43,61,6.314484379720892
0,morning2,Bishop,SB,44,21,215.83333023581588
0,morning2,Bishop,SB,44,61,4.43710952485803
0,morning2,Bishop,SB,45,21,207.85658888420636
0,morning2,Bishop,SB,45,52,19.55386163962747
0,morning2,Sheldon,NB,1,21,859.5758130545711
0,morning2,Sheldon,NB,1,52,10.117920397477414
0,morning2,Sheldon,NB,2,21,529.7881493824729
0,morning2,Sheldon,NB,2,61,18.569008405385183
0,morning2,Sheldon,NB,2,52,29.736791603383733
0,morning2,Sheldon,NB,3,21,595.4110039401961
0,morning2,Sheldon,NB,3,52,35.02356182928205
0,morning2,Sheldon,NB,4,21,794.9756264718443
0,morning2,Sheldon,NB,4,61,40.97666110758451
0,morning2,Sheldon,NB,4,52,29.389297775407385
0,morning2,Sheldon,NB,5,21,651.9615416505342
0,morning2,Sheldon,NB,5,61,5.2339181922668505
0,morning2,Sheldon,NB,5,52,6.335184068281884
0,morning2,Sheldon,NB,6,21,421.6832185346252
0,morning2,Sheldon,NB,6,52,52.67700463798793
0,morning2,Sheldon,NB,7,21,653.8828881555529
0,morning2,Sheldon,NB,7,42,24.20172414978825
0,morning2,Sheldon,NB,8,21,1203.6084435130272
0,morning2,Sheldon,NB,8,42,30.837670906386897
0,morning2,Sheldon,NB,8,61,18.60721478847698
0,morning2,Sheldon,NB,9,21,602.7723523677895
0,morning2,Sheldon,NB,9,61,27.302675938031793
0,morning2,Sheldon,NB,10,21,1136.4118139356087
0,morning2,Sheldon,NB,10,42,43.146831565544595
0,morning2,Sheldon,NB,10,52,13.273562229854713
0,morning2,Sheldon,NB,11,21,632.3114851088377
0,morning2,Sheldon,NB,11,42,15.680104428774078
0,morning2,Sheldon,NB,11,52,10.452827794879669
0,morning2,Sheldon,NB,11,61,4.880637139571327
0,morning2,Sheldon,NB,12,21,440.6761337618209
0,morning2,Sheldon,NB,12,61,9.214996503293879
0,morning2,Sheldon,NB,12,42,16.992548265535028
0,morning2,Sheldon,NB,13,42,3.681571943623778
0,morning2,Sheldon,NB,13,21,642.7375352619947
0,morning2,Sheldon,NB,13,61,15.488258619081943
0,morning2,Sheldon,NB,14,21,742.7246025925233
0,morning2,Sheldon,NB,14,61,5.024316289092571
0,morning2,Sheldon,NB,15,21,760.4960524389978
0,morning2,Sheldon,NB,15,61,65.66633249848094
0,morning2,Sheldon,NB,16,21,544.6732275015087
0,morning2,Sheldon,NB,16,61,12.36480752357362
0,morning2,Sheldon,NB,17,21,917.4201216563686
0,morning2,Sheldon,NB,17,61,92.37165683058717
0,morning2,Sheldon,NB,18,21,537.5793179611856
0,morning2,Sheldon,NB,18,52,35.931087406066325
0,morning2,Sheldon,NB,19,21,883.7241343402754
0,morning2,Sheldon,NB,19,42,36.64710441910693
0,morning2,Sheldon,NB,20,21,643.8316120901989
0,morning2,Sheldon,NB,20,42,27.603561317470405
0,morning2,Sheldon,NB,21,42,28.37322990568251
0,morning2,Sheldon,NB,21,21,601.2676890473974
0,morning2,Sheldon,NB,21,61,38.56451026339537
0,morning2,Sheldon,NB,21,52,28.512298084042516
0,morning2,Sheldon,NB,22,21,908.4226352378552
0,morning2,Sheldon,NB,22,42,56.92041000670377
0,morning2,Sheldon,NB,23,21,655.8223274830908
0,morning2,Sheldon,NB,24,21,473.1501589419552
0,morning2,Sheldon,NB,24,42,52.09274911480519
0,morning2,Sheldon,NB,25,21,1074.6409385425893
0,morning2,Sheldon,NB,25,42,5.52053184137758
0,morning2,Sheldon,NB,25,52,29.234274407455473
0,morning2,Sheldon,NB,26,21,1108.839575854698
0,morning2,Sheldon,NB,26,52,3.3006018740176866
0,morning2,Sheldon,NB,27,21,602.0080186734929
0,morning2,Sheldon,NB,27,42,22.362268230772987
0,morning2,Sheldon,NB,27,61,21.68000656730193
0,morning2,Sheldon,NB,28,21,1096.909398278613
0,morning2,Sheldon,NB,28,52,29.262771404238745
0,morning2,Sheldon,NB,28,61,26.828389356192787
0,morning2,Sheldon,NB,29,21,1003.0922119299149
0,morning2,Sheldon,NB,29,52,48.08776439412807
0,morning2,Sheldon,NB,29,61,5.620019955946861
0,morning2,Sheldon,NB,29,42,28.158704967708346
0,morning2,Sheldon,NB,30,21,535.3355230566074
0,morning2,Sheldon,NB,30,61,38.83309716047378
0,morning2,Sheldon,NB,30,42,30.368794176423044
0,morning2,Sheldon,NB,31,21,752.809651738925
0,morning2,Sheldon,NB,31,61,31.150637808742307
0,morning2,Sheldon,NB,32,61,36.43038684611591
0,morning2,Sheldon,NB,32,21,714.081318803387
0,morning2,Sheldon,NB,32,52,31.85032234949925
0,morning2,Sheldon,NB,33,21,451.2513332011231
0,morning2,Sheldon,NB,33,61,30.49191066891735
0,morning2,Sheldon,NB,34,21,491.06709266319064
0,morning2,Sheldon,NB,35,21,478.8614834717082
0,morning2,Sheldon,NB,35,52,55.072859978428625
0,morning2,Sheldon,NB,36,21,767.579000546111
0,morning2,Sheldon,NB,36,52,66.197249763896
0,morning2,Sheldon,NB,36,42,25.08667186052926
0,morning2,Sheldon,NB,37,52,64.0298899587969
0,morning2,Sheldon,NB,37,21,513.4769484339516
0,morning2,Sheldon,NB,38,21,717.2482974557345
0,morning2,Sheldon,NB,38,52,12.960992643438217
0,morning2,Sheldon,NB,38,42,26.409098704687622
0,morning2,Sheldon,SB,1,21,271.92792695155276
0,morning2,Sheldon,SB,1,52,34.792333762328944
0,morning2,Sheldon,SB,2,21,228.91492184640853
0,morning2,Sheldon,SB,2,52,58.96393572934449
0,morning2,Sheldon,SB,2,61,47.06924553033914
0,morning2,Sheldon,SB,3,21,554.0288119216001
0,morning2,Sheldon,SB,3,52,61.21963702761774
0,morning2,Sheldon,SB,3,61,25.9584592956705
0,morning2,Sheldon,SB,4,61,40.806481506952906
0,morning2,Sheldon,SB,4,21,428.1393460933528
0,morning2,Sheldon,SB,4,52,41.97736649757848
0,morning2,Sheldon,SB,5,21,377.44104730182187
0,morning2,Sheldon,SB,5,61,11.337146350246067
0,morning2,Sheldon,SB,5,52,34.02573678818443
0,morning2,Sheldon,SB,6,21,746.0392897867949
0,morning2,Sheldon,SB,6,52,70.72152937855222
0,morning2,Sheldon,SB,6,61,18.00513447955247
0,morning2,Sheldon,SB,7,52,10.781893070783303
0,morning2,Sheldon,SB,7,21,220.86072131728326
0,morning2,Sheldon,SB,8,21,451.88825212429947
0,morning2,Sheldon,SB,8,52,36.98223359772409
0,morning2,Sheldon,SB,8,61,32.49011306429447
0,morning2,Sheldon,SB,9,21,737.7030821186717
0,morning2,Sheldon,SB,9,61,95.65980561648956
0,morning2,Sheldon,SB,9,52,10.551132436386418
0,morning2,Sheldon,SB,10,21,303.37958101355633
0,morning2,Sheldon,SB,10,61,27.571494757345572
0,morning2,Sheldon,SB,10,52,14.871844877812737
0,morning2,Sheldon,SB,11,21,196.42079860390538
0,morning2,Sheldon,SB,12,21,502.6610783821868
0,morning2,Sheldon,SB,12,61,65.61730456450779
0,morning2,Sheldon,SB,13,21,679.3977695807281
0,morning2,Sheldon,SB,13,61,131.40296806751775
0,morning2,Sheldon,SB,13,52,40.60724640953864
0,morning2,Sheldon,SB,14,61,13.772559493697862
0,morning2,Sheldon,SB,14,21,239.80119019503968
0,morning2,Sheldon,SB,14,52,39.786119520598994
0,morning2,Sheldon,SB,15,21,691.6276810161099
0,morning2,Sheldon,SB,15,52,88.52770398276579
0,morning2,Sheldon,SB,15,61,26.8479263923589
0,morning2,Sheldon,SB,15,42,11.654389154458844
0,morning2,Sheldon,SB,16,42,4.971689687991743
0,morning2,Sheldon,SB,16,52,9.27740650792796
0,morning2,Sheldon,SB,16,21,466.20372215168567
0,morning2,Sheldon,SB,16,61,18.3777433882116
0,morning2,Sheldon,SB,17,21,210.15941368249662
0,morning2,Sheldon,SB,17,61,33.92470377111104
0,morning2,Sheldon,SB,17,52,8.253406126555362
0,morning2,Sheldon,SB,18,21,619.4373868730911
0,morning2,Sheldon,SB,18,61,68.50306366733099
0,morning2,Sheldon,SB,18,52,16.00409331695968
0,morning2,Sheldon,SB,19,21,331.7255753923975
0,morning2,Sheldon,SB,19,61,15.74924251516401
0,morning2,Sheldon,SB,19,52,36.71188577559215
0,morning2,Sheldon,SB,20,21,351.64425248165776
0,morning2,Sheldon,SB,20,52,2.9555991845957945
0,morning2,Sheldon,SB,20,61,35.875106005477356
0,morning2,Sheldon,SB,21,61,13.663274986877258
0,morning2,Sheldon,SB,21,52,9.423433493023028
0,morning2,Sheldon,SB,21,21,193.96162694349
0,morning2,Sheldon,SB,22,21,358.2599576357026
0,morning2,Sheldon,SB,22,61,46.049311241786754
0,morning2,Sheldon,SB,22,42,21.84956932988482
0,morning2,Sheldon,SB,22,52,3.6558063923345294
0,morning2,Sheldon,SB,23,21,394.53592402249967
0,morning2,Sheldon,SB,23,61,65.25799339678827
0,morning2,Sheldon,SB,23,42,4.993988181082678
0,morning2,Sheldon,SB,23,52,31.781053595780648
0,morning2,Sheldon,SB,24,21,670.4608750466181
0,morning2,Sheldon,SB,24,61,53.80836178586122
0,morning2,Sheldon,SB,24,52,2.4689200181570214
0,morning2,Sheldon,SB,25,21,709.0572456171616
0,morning2,Sheldon,SB,25,52,24.468302050116865
0,morning2,Sheldon,SB,25,61,33.26862654288663
0,morning2,Sheldon,SB,26,21,460.51001321334456
0,morning2,Sheldon,SB,26,52,60.64456477453928
0,morning2,Sheldon,SB,26,61,56.638267283186075
0,morning2,Sheldon,SB,26,42,18.851734394627638
0,morning2,Sheldon,SB,27,21,142.17057139935466
0,morning2,Sheldon,SB,27,61,29.635149504008954
0,morning2,Sheldon,SB,27,42,6.0975432114032575
0,morning2,Sheldon,SB,27,52,12.24903690876421
0,morning2,Sheldon,SB,28,21,641.0074901870595
0,morning2,Sheldon,SB,28,52,34.77400503647346
0,morning2,Sheldon,SB,28,61,71.24897228899208
0,morning2,Sheldon,SB,29,21,743.6728668616875
0,morning2,Sheldon,SB,30,21,429.527727019589
0,morning2,Sheldon,SB,30,61,14.417286278386907
0,morning2,Sheldon,SB,30,52,7.241130816160833
0,morning2,Sheldon,SB,31,21,375.0835706288223
0,morning2,Sheldon,SB,31,61,38.18378693115656
0,morning2,Sheldon,SB,31,52,59.541099521786805
0,morning2,Sheldon,SB,32,21,854.7143582851361
0,morning2,Sheldon,SB,32,61,71.88517089538279
0,morning2,Sheldon,SB,33,21,319.98686648919073
0,morning2,Sheldon,SB,33,61,35.119348325218226
0,morning2,Sheldon,SB,33,52,3.538154079785472
0,morning2,Sheldon,SB,34,21,1008.7605982793932
0,morning2,Sheldon,SB,34,52,34.500897429277146
0,morning2,Sheldon,SB,34,61,105.06364089206703
0,morning2,Sheldon,SB,35,61,6.867146536159178
0,morning2,Sheldon,SB,35,21,538.9942534413104
0,morning2,Sheldon,SB,35,52,32.15408273462387
0,morning2,Sheldon,SB,36,21,641.2285036320854
0,morning2,Sheldon,SB,36,52,6.5222048938886195
0,morning2,Sheldon,SB,36,61,29.64175916619233
0,morning2,Sheldon,SB,37,21,230.244157843218
0,morning2,Sheldon,SB,37,61,4.422194691141423
0,morning2,Sheldon,SB,38,21,190.3154070815402
0,morning2,Sheldon,SB,38,52,19.388464396417284
0,morning2,Sheldon,SB,38,61,14.183078338697861
0,morning2,Pinebush,NB,1,52,20.936416271368305
0,morning2,Pinebush,NB,1,21,407.8226236305621
0,morning2,Pinebush,NB,2,21,390.2778562793595
0,morning2,Pinebush,NB,2,61,27.94981297668318
0,morning2,Pinebush,NB,2,52,23.674423935046217
0,morning2,Pinebush,NB,3,21,597.6358782912716
0,morning2,Pinebush,NB,3,52,30.738249352393908
0,morning2,Pinebush,NB,3,61,17.433150535406888
0,morning2,Pinebush,NB,4,21,560.4723130305002
0,morning2,Pinebush,NB,4,61,8.152705992088888
0,morning2,Pinebush,NB,4,52,10.24058715235721
0,morning2,Pinebush,NB,5,21,261.74898116195925
0,morning2,Pinebush,NB,5,42,7.207263969556019
0,morning2,Pinebush,NB,5,52,11.664589518020128
0,morning2,Pinebush,NB,6,21,409.32656274336404
0,morning2,Pinebush,NB,6,61,23.919903694412426
0,morning2,Pinebush,NB,6,42,8.158890694890312
0,morning2,Pinebush,NB,7,21,420.5639596180845
0,morning2,Pinebush,NB,7,61,6.636868061972612
0,morning2,Pinebush,NB,7,52,18.238090831249476
0,morning2,Pinebush,NB,8,21,440.371255757403
0,morning2,Pinebush,NB,8,42,14.943103098287905
0,morning2,Pinebush,NB,8,52,21.568021342330567
0,morning2,Pinebush,NB,8,61,13.853489562641256
0,morning2,Pinebush,NB,9,21,716.4506063479287
0,morning2,Pinebush,NB,9,61,21.90608487970867
0,morning2,Pinebush,NB,9,52,17.607240360540597
0,morning2,Pinebush,NB,10,21,289.79307187490843
0,morning2,Pinebush,NB,10,61,16.24247859485018
0,morning2,Pinebush,NB,11,21,583.9034028701341
0,morning2,Pinebush,NB,11,61,39.500121907638466
0,morning2,Pinebush,NB,11,52,5.8593304505768256
0,morning2,Pinebush,NB,12,21,333.402157890983
0,morning2,Pinebush,NB,12,61,9.185881229726805
0,morning2,Pinebush,NB,13,21,444.18537502841934
0,morning2,Pinebush,NB,13,42,18.128437460286754
0,morning2,Pinebush,NB,13,61,16.736356637757634
0,morning2,Pinebush,NB,14,21,185.975965067091
0,morning2,Pinebush,NB,14,61,25.152618719529716
0,morning2,Pinebush,NB,15,42,26.228097529780843
0,morning2,Pinebush,NB,15,21,466.13721152707546
0,morning2,Pinebush,NB,15,61,16.307254442413218
0,morning2,Pinebush,NB,15,52,8.43432970444398
0,morning2,Pinebush,NB,16,21,537.8364517925178
0,morning2,Pinebush,NB,16,42,5.758780560572616
0,morning2,Pinebush,NB,16,61,17.12007279189398
0,morning2,Pinebush,NB,17,21,251.23772889346586
0,morning2,Pinebush,NB,17,42,28.639595719021642
0,morning2,Pinebush,NB,17,61,4.054695090779951
0,morning2,Pinebush,NB,18,21,640.9006547916965
0,morning2,Pinebush,NB,18,52,5.294779635242125
0,morning2,Pinebush,NB,19,21,345.71403272833743
0,morning2,Pinebush,NB,19,42,23.64229803236734
0,morning2,Pinebush,NB,19,61,9.986394287099634
0,morning2,Pinebush,NB,19,52,13.832532588549237
0,morning2,Pinebush,NB,20,21,540.8617877751751
0,morning2,Pinebush,NB,20,52,18.328279292346366
0,morning2,Pinebush,NB,20,61,22.802517314131272
0,morning2,Pinebush,NB,20,42,0.7122763176695601
0,morning2,Pinebush,NB,21,61,19.22194703089053
0,morning2,Pinebush,NB,21,21,437.9833486459275
0,morning2,Pinebush,NB,21,42,18.518404940447798
0,morning2,Pinebush,NB,21,52,15.954646201026607
0,morning2,Pinebush,NB,22,61,44.605494517051014
0,morning2,Pinebush,NB,22,21,362.3909511373673
0,morning2,Pinebush,NB,22,52,23.901351938077156
0,morning2,Pinebush,NB,23,61,24.1581291164912
0,morning2,Pinebush,NB,23,21,305.78868954768853
0,morning2,Pinebush,NB,23,52,7.309231642147741
0,morning2,Pinebush,NB,24,21,271.9668369340676
0,morning2,Pinebush,NB,24,52,17.277189565599276
0,morning2,Pinebush,NB,25,52,33.28126137766948
0,morning2,Pinebush,NB,25,21,462.8731404560432
0,morning2,Pinebush,NB,26,21,463.5567860412273
0,morning2,Pinebush,NB,26,52,43.34408063272951
0,morning2,Pinebush,SB,1,21,168.57918553294957
0,morning2,Pinebush,SB,1,61,36.40030423755767
0,morning2,Pinebush,SB,2,21,362.0771236299467
0,morning2,Pinebush,SB,2,61,27.384197907444047
0,morning2,Pinebush,SB,2,42,19.206841631991356
0,morning2,Pinebush,SB,2,52,27.68887082819168
0,morning2,Pinebush,SB,3,21,188.71284185006775
0,morning2,Pinebush,SB,3,61,12.057480859481
0,morning2,Pinebush,SB,4,21,271.56938511303235
0,morning2,Pinebush,SB,4,52,23.731089951755234
0,morning2,Pinebush,SB,4,61,15.01781525834465
0,morning2,Pinebush,SB,5,21,174.01665880658302
0,morning2,Pinebush,SB,5,52,2.9233817790869856
0,morning2,Pinebush,SB,5,61,27.737701190661586
0,morning2,Pinebush,SB,6,61,16.195089417823038
0,morning2,Pinebush,SB,6,21,220.42229342389476
0,morning2,Pinebush,SB,6,52,11.397012030488298
0,morning2,Pinebush,SB,7,21,244.40648327273485
0,morning2,Pinebush,SB,7,52,10.49447716062161
0,morning2,Pinebush,SB,7,61,26.490823399934197
0,morning2,Pinebush,SB,8,21,176.13064586473484
0,morning2,Pinebush,SB,8,61,10.451507282329432
0,morning2,Pinebush,SB,9,52,9.682258390591873
0,morning2,Pinebush,SB,9,21,75.47948221438341
0,morning2,Pinebush,SB,10,21,386.1818985246066
0,morning2,Pinebush,SB,10,61,32.3597188498169
0,morning2,Pinebush,SB,10,52,35.30057019593178
0,morning2,Pinebush,SB,11,21,176.95350862156755
0,morning2,Pinebush,SB,11,42,2.1756363224595163
0,morning2,Pinebush,SB,11,52,6.033319919099961
0,morning2,Pinebush,SB,11,61,10.86186659402204
0,morning2,Pinebush,SB,12,21,66.3508348804655
0,morning2,Pinebush,SB,12,52,12.554269039494114
0,morning2,Pinebush,SB,13,21,249.88484158773923
0,morning2,Pinebush,SB,13,61,36.516139329552374
0,morning2,Pinebush,SB,13,52,19.310681286728062
0,morning2,Pinebush,SB,14,21,78.55748741624495
0,morning2,Pinebush,SB,14,61,13.495168808904582
0,morning2,Pinebush,SB,14,42,3.4735301016157836
0,morning2,Pinebush,SB,15,21,143.63446402114266
0,morning2,Pinebush,SB,15,61,40.04327615040992
0,morning2,Pinebush,SB,15,52,17.295525557462774
0,morning2,Pinebush,SB,16,21,64.32015311828944
0,morning2,Pinebush,SB,16,61,5.44249960836596
0,morning2,Pinebush,SB,17,52,3.7040372725555595
0,morning2,Pinebush,SB,17,21,80.73177097163885
0,morning2,Pinebush,SB,17,61,22.0155963285428
0,morning2,Pinebush,SB,18,61,22.903262891416045
0,morning2,Pinebush,SB,18,21,262.83904567259987
0,morning2,Pinebush,SB,18,52,14.663625231326112
0,morning2,Pinebush,SB,19,21,81.65235241233857
0,morning2,Pinebush,SB,19,61,12.09054327532851
0,morning2,Pinebush,SB,19,52,7.129102224346252
0,morning2,Pinebush,SB,20,21,52.17099651429888
0,morning2,Pinebush,SB,21,21,296.9477854242239
0,morning2,Pinebush,SB,21,52,6.115061377811025
0,morning2,Pinebush,SB,21,61,39.20502526357536
0,morning2,Pinebush,SB,22,21,105.14547321228355
0,morning2,Pinebush,SB,22,52,2.4842116888836587
0,morning2,Pinebush,SB,23,61,12.672346822954173
0,morning2,Pinebush,SB,23,21,152.6779514282346
0,morning2,Pinebush,SB,23,52,7.806878157088203
0,morning2,Pinebush,SB,24,21,132.29392333322798
0,morning2,Pinebush,SB,24,61,14.271813231419156
0,morning2,Pinebush,SB,25,21,342.25179634009965
0,morning2,Pinebush,SB,26,21,302.7158316207151
0,morning2,Pinebush,SB,26,61,9.097052805794323
0,morning2,Hwy401,NB,1,21,405.8008634458135
0,morning2,Hwy401,NB,2,52,33.790331043442556
0,morning2,Hwy401,NB,2,21,325.51063605488946
0,morning2,Hwy401,NB,2,61,2.7184618057831065
0,morning2,Hwy401,NB,3,21,372.25652519252924
0,morning2,Hwy401,NB,3,61,4.184702109460826
0,morning2,Hwy401,NB,3,52,1.539913566593064
0,morning2,Hwy401,NB,4,21,285.5817879293512
0,morning2,Hwy401,NB,4,61,10.835269194215941
0,morning2,Hwy401,NB,4,52,18.589000312940417
0,morning2,Hwy401,NB,5,21,686.9939417061464
0,morning2,Hwy401,NB,5,61,18.37225876093906
0,morning2,Hwy401,NB,5,52,49.79114539394319
0,morning2,Hwy401,NB,6,21,273.3942662703776
0,morning2,Hwy401,NB,6,52,22.386663592494614
0,morning2,Hwy401,NB,6,61,12.488511873378833
0,morning2,Hwy401,NB,7,52,26.12978895076429
0,morning2,Hwy401,NB,7,21,454.81703281874223
0,morning2,Hwy401,NB,7,61,6.95140490504491
0,morning2,Hwy401,NB,8,21,298.4870683168316
0,morning2,Hwy401,NB,8,61,29.15718071971388
0,morning2,Hwy401,NB,9,21,530.1541275581259
0,morning2,Hwy401,NB,9,61,5.839502510593646
0,morning2,Hwy401,NB,9,52,29.21703006271958
0,morning2,Hwy401,NB,9,42,9.106092824861038
0,morning2,Hwy401,NB,10,21,497.3630100823094
0,morning2,Hwy401,NB,10,42,8.919523060468329
0,morning2,Hwy401,NB,10,52,14.186011290593868
0,morning2,Hwy401,NB,10,61,10.17632692567664
0,morning2,Hwy401,NB,11,21,461.3172962024585
0,morning2,Hwy401,NB,11,42,19.760565880854497
0,morning2,Hwy401,NB,12,21,275.3108643488718
0,morning2,Hwy401,NB,12,52,35.267597968476586
0,morning2,Hwy401,NB,12,61,9.734486621806099
0,morning2,Hwy401,NB,13,21,184.70046311097627
0,morning2,Hwy401,NB,13,61,20.796153792465052
0,morning2,Hwy401,NB,13,52,9.353672438922196
0,morning2,Hwy401,NB,14,21,655.7659462022099
0,morning2,Hwy401,NB,14,61,24.444945243570032
0,morning2,Hwy401,NB,14,42,3.9605016822575054
0,morning2,Hwy401,NB,14,52,1.472966340704561
0,morning2,Hwy401,NB,15,21,417.2802435767483
0,morning2,Hwy401,NB,15,42,20.681499253447527
0,morning2,Hwy401,NB,15,61,15.92543731180829
0,morning2,Hwy401,NB,15,52,9.789763727246193
0,morning2,Hwy401,NB,16,21,783.0633641511486
0,morning2,Hwy401,NB,16,61,47.82477698986909
0,morning2,Hwy401,NB,17,21,340.1765984091156
0,morning2,Hwy401,NB,17,61,100.4522257848249
0,morning2,Hwy401,NB,17,52,21.00315708317409
0,morning2,Hwy401,NB,18,21,279.2703448765863
0,morning2,Hwy401,NB,18,61,21.507117802774285
0,morning2,Hwy401,NB,18,52,2.934097477677315
0,morning2,Hwy401,NB,19,21,416.6395910809038
0,morning2,Hwy401,NB,19,52,30.423886505999363
0,morning2,Hwy401,NB,19,61,31.184771238768672
0,morning2,Hwy401,NB,20,21,318.1565736016731
0,morning2,Hwy401,NB,20,61,25.99376977788415
0,morning2,Hwy401,NB,20,52,22.995814147009025
0,morning2,Hwy401,NB,20,42,25.85809351406582
0,morning2,Hwy401,NB,21,21,397.9095878620515
0,morning2,Hwy401,NB,21,61,16.008448304976252
0,morning2,Hwy401,NB,22,21,183.1030022670001
0,morning2,Hwy401,NB,22,61,17.36818668183511
0,morning2,Hwy401,NB,23,21,286.1103687271018
0,morning2,Hwy401,NB,23,61,21.816235770458228
0,morning2,Hwy401,NB,23,42,18.44371948336487
0,morning2,Hwy401,NB,24,42,3.3226713948411564
0,morning2,Hwy401,NB,24,21,562.5434004285039
0,morning2,Hwy401,NB,24,61,26.203303690367775
0,morning2,Hwy401,NB,25,21,304.71491305510614
0,morning2,Hwy401,NB,25,61,8.503123814798744
0,morning2,Hwy401,NB,26,42,46.02139722572864
0,morning2,Hwy401,NB,26,21,483.06301314233184
0,morning2,Hwy401,NB,26,61,40.854770359137525
0,morning2,Hwy401,NB,26,52,23.200653137178307
0,morning2,Hwy401,NB,27,42,5.3252635913023525
0,morning2,Hwy401,NB,27,21,266.68718120751305
0,morning2,Hwy401,NB,28,21,841.3303245392771
0,morning2,Hwy401,NB,28,42,23.285751758219416
0,morning2,Hwy401,NB,29,42,2.887166620696905
0,morning2,Hwy401,NB,29,21,419.13845982607734
0,morning2,Hwy401,NB,29,61,19.527099750899755
0,morning2,Hwy401,NB,30,21,409.76325374447146
0,morning2,Hwy401,NB,30,42,15.003989575644466
0,morning2,Hwy401,NB,30,61,15.101739690459162
0,morning2,Hwy401,NB,30,52,8.644047549817966
0,morning2,Hwy401,NB,31,21,457.9874854503444
0,morning2,Hwy401,NB,31,52,3.3669112501780774
0,morning2,Hwy401,NB,31,61,13.987207554557296
0,morning2,Hwy401,NB,32,21,420.36355654577653
0,morning2,Hwy401,NB,32,42,13.577823426770006
0,morning2,Hwy401,NB,32,52,11.569506025127396
0,morning2,Hwy401,NB,33,21,620.3719043191834
0,morning2,Hwy401,NB,33,42,26.664344661550594
0,morning2,Hwy401,NB,33,61,23.74370315060856
